srniel_damage_rank,formula,material_id,parameter,ddde_mev_per_g,ddde_to_p_mev_per_g,dddp_mev_per_g,rf_min_pct,rf_mid_pct,rf_max_pct,grf_min_pct,grf_mid_pct,grf_max_pct,has_fallback_ed,density_g_cm3,manifest_density_g_cm3,density_matches_manifest,active_layer_name,active_layer_formula,electron_niel_file,proton_niel_file,electron_niel_matches_candidate,proton_niel_matches_candidate,omere_status,validated_candidate_layer,source_file
18,HgSO4,JVASP-9390,Ipm,586680000.0,586680000.0,677499000.0,99.4409,99.4409,99.4409,99.3587,99.3587,99.3587,False,6.271,6.271,True,HgSO4,HgSO4,C:\LUMENS\sadc_edit_active_pilot_20260523_110414\candidate_niel\NIEL_e_HgSO4_JVASP-9390.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110414\candidate_niel\NIEL_p_HgSO4_JVASP-9390.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/18_HgSO4_JVASP-9390.dat
18,HgSO4,JVASP-9390,Vpm,586680000.0,115829000.0,677499000.0,94.5927,94.5927,94.5927,,,,False,6.271,6.271,True,HgSO4,HgSO4,C:\LUMENS\sadc_edit_active_pilot_20260523_110414\candidate_niel\NIEL_e_HgSO4_JVASP-9390.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110414\candidate_niel\NIEL_p_HgSO4_JVASP-9390.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/18_HgSO4_JVASP-9390.dat
19,InAgS2,JVASP-12383,Isc,221844000.0,221844000.0,780708000.0,99.6954,99.6954,99.6954,99.613,99.613,99.613,False,4.775,4.775,True,InAgS2,InAgS2,C:\LUMENS\sadc_edit_active_pilot_20260523_110551\candidate_niel\NIEL_e_InAgS2_JVASP-12383.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110551\candidate_niel\NIEL_p_InAgS2_JVASP-12383.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/19_InAgS2_JVASP-12383.dat
19,InAgS2,JVASP-12383,Voc,221844000.0,102428000.0,780708000.0,95.7954,95.7954,95.7954,,,,False,4.775,4.775,True,InAgS2,InAgS2,C:\LUMENS\sadc_edit_active_pilot_20260523_110551\candidate_niel\NIEL_e_InAgS2_JVASP-12383.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110551\candidate_niel\NIEL_p_InAgS2_JVASP-12383.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/19_InAgS2_JVASP-12383.dat
19,InAgS2,JVASP-12383,Pmax,221844000.0,119836000.0,780708000.0,97.0549,97.0549,97.0549,96.9748,96.9748,96.9748,False,4.775,4.775,True,InAgS2,InAgS2,C:\LUMENS\sadc_edit_active_pilot_20260523_110551\candidate_niel\NIEL_e_InAgS2_JVASP-12383.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110551\candidate_niel\NIEL_p_InAgS2_JVASP-12383.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/19_InAgS2_JVASP-12383.dat
19,InAgS2,JVASP-12383,Ipm,221844000.0,221844000.0,780708000.0,99.5558,99.5558,99.5558,99.4735,99.4735,99.4735,False,4.775,4.775,True,InAgS2,InAgS2,C:\LUMENS\sadc_edit_active_pilot_20260523_110551\candidate_niel\NIEL_e_InAgS2_JVASP-12383.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110551\candidate_niel\NIEL_p_InAgS2_JVASP-12383.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/19_InAgS2_JVASP-12383.dat
19,InAgS2,JVASP-12383,Vpm,221844000.0,43799100.0,780708000.0,94.5026,94.5026,94.5026,,,,False,4.775,4.775,True,InAgS2,InAgS2,C:\LUMENS\sadc_edit_active_pilot_20260523_110551\candidate_niel\NIEL_e_InAgS2_JVASP-12383.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110551\candidate_niel\NIEL_p_InAgS2_JVASP-12383.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/19_InAgS2_JVASP-12383.dat
20,InS,JVASP-51076,Isc,267704000.0,267704000.0,781068000.0,99.6814,99.6814,99.6814,99.5991,99.5991,99.5991,False,5.013,5.013,True,InS,InS,C:\LUMENS\sadc_edit_active_pilot_20260523_110728\candidate_niel\NIEL_e_InS_JVASP-51076.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110728\candidate_niel\NIEL_p_InS_JVASP-51076.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/20_InS_JVASP-51076.dat
20,InS,JVASP-51076,Voc,267704000.0,123602000.0,781068000.0,95.746,95.746,95.746,,,,False,5.013,5.013,True,InS,InS,C:\LUMENS\sadc_edit_active_pilot_20260523_110728\candidate_niel\NIEL_e_InS_JVASP-51076.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110728\candidate_niel\NIEL_p_InS_JVASP-51076.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/20_InS_JVASP-51076.dat
20,InS,JVASP-51076,Pmax,267704000.0,144608000.0,781068000.0,96.9814,96.9814,96.9814,96.9013,96.9013,96.9013,False,5.013,5.013,True,InS,InS,C:\LUMENS\sadc_edit_active_pilot_20260523_110728\candidate_niel\NIEL_e_InS_JVASP-51076.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110728\candidate_niel\NIEL_p_InS_JVASP-51076.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/20_InS_JVASP-51076.dat
20,InS,JVASP-51076,Ipm,267704000.0,267704000.0,781068000.0,99.5354,99.5354,99.5354,99.4532,99.4532,99.4532,False,5.013,5.013,True,InS,InS,C:\LUMENS\sadc_edit_active_pilot_20260523_110728\candidate_niel\NIEL_e_InS_JVASP-51076.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110728\candidate_niel\NIEL_p_InS_JVASP-51076.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/20_InS_JVASP-51076.dat
20,InS,JVASP-51076,Vpm,267704000.0,52853200.0,781068000.0,94.476,94.476,94.476,,,,False,5.013,5.013,True,InS,InS,C:\LUMENS\sadc_edit_active_pilot_20260523_110728\candidate_niel\NIEL_e_InS_JVASP-51076.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110728\candidate_niel\NIEL_p_InS_JVASP-51076.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/20_InS_JVASP-51076.dat
21,BaAlSi,JVASP-17183,Isc,391315000.0,391315000.0,720239000.0,99.6624,99.6624,99.6624,99.5801,99.5801,99.5801,False,3.797,3.797,True,BaAlSi,BaAlSi,C:\LUMENS\sadc_edit_active_pilot_20260523_110905\candidate_niel\NIEL_e_BaAlSi_JVASP-17183.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110905\candidate_niel\NIEL_p_BaAlSi_JVASP-17183.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/21_BaAlSi_JVASP-17183.dat
21,BaAlSi,JVASP-17183,Voc,391315000.0,180675000.0,720239000.0,95.7546,95.7546,95.7546,,,,False,3.797,3.797,True,BaAlSi,BaAlSi,C:\LUMENS\sadc_edit_active_pilot_20260523_110905\candidate_niel\NIEL_e_BaAlSi_JVASP-17183.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110905\candidate_niel\NIEL_p_BaAlSi_JVASP-17183.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/21_BaAlSi_JVASP-17183.dat
21,BaAlSi,JVASP-17183,Pmax,391315000.0,211380000.0,720239000.0,96.9641,96.9641,96.9641,96.884,96.884,96.884,False,3.797,3.797,True,BaAlSi,BaAlSi,C:\LUMENS\sadc_edit_active_pilot_20260523_110905\candidate_niel\NIEL_e_BaAlSi_JVASP-17183.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110905\candidate_niel\NIEL_p_BaAlSi_JVASP-17183.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/21_BaAlSi_JVASP-17183.dat
21,BaAlSi,JVASP-17183,Ipm,391315000.0,391315000.0,720239000.0,99.5078,99.5078,99.5078,99.4256,99.4256,99.4256,False,3.797,3.797,True,BaAlSi,BaAlSi,C:\LUMENS\sadc_edit_active_pilot_20260523_110905\candidate_niel\NIEL_e_BaAlSi_JVASP-17183.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110905\candidate_niel\NIEL_p_BaAlSi_JVASP-17183.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/21_BaAlSi_JVASP-17183.dat
21,BaAlSi,JVASP-17183,Vpm,391315000.0,77258100.0,720239000.0,94.5805,94.5805,94.5805,,,,False,3.797,3.797,True,BaAlSi,BaAlSi,C:\LUMENS\sadc_edit_active_pilot_20260523_110905\candidate_niel\NIEL_e_BaAlSi_JVASP-17183.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110905\candidate_niel\NIEL_p_BaAlSi_JVASP-17183.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/21_BaAlSi_JVASP-17183.dat
22,GaAgTeSe,JVASP-109402,Isc,596174000.0,596174000.0,791670000.0,99.5789,99.5789,99.5789,99.4967,99.4967,99.4967,False,5.623,5.623,True,GaAgTeSe,GaAgTeSe,C:\LUMENS\sadc_edit_active_pilot_20260523_111042\candidate_niel\NIEL_e_GaAgTeSe_JVASP-109402.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111042\candidate_niel\NIEL_p_GaAgTeSe_JVASP-109402.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/22_GaAgTeSe_JVASP-109402.dat
22,GaAgTeSe,JVASP-109402,Voc,596174000.0,275260000.0,791670000.0,95.4023,95.4023,95.4023,,,,False,5.623,5.623,True,GaAgTeSe,GaAgTeSe,C:\LUMENS\sadc_edit_active_pilot_20260523_111042\candidate_niel\NIEL_e_GaAgTeSe_JVASP-109402.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111042\candidate_niel\NIEL_p_GaAgTeSe_JVASP-109402.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/22_GaAgTeSe_JVASP-109402.dat
22,GaAgTeSe,JVASP-109402,Pmax,596174000.0,322040000.0,791670000.0,96.4439,96.4439,96.4439,96.3643,96.3643,96.3643,False,5.623,5.623,True,GaAgTeSe,GaAgTeSe,C:\LUMENS\sadc_edit_active_pilot_20260523_111042\candidate_niel\NIEL_e_GaAgTeSe_JVASP-109402.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111042\candidate_niel\NIEL_p_GaAgTeSe_JVASP-109402.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/22_GaAgTeSe_JVASP-109402.dat
22,GaAgTeSe,JVASP-109402,Ipm,596174000.0,596174000.0,791670000.0,99.3867,99.3867,99.3867,99.3046,99.3046,99.3046,False,5.623,5.623,True,GaAgTeSe,GaAgTeSe,C:\LUMENS\sadc_edit_active_pilot_20260523_111042\candidate_niel\NIEL_e_GaAgTeSe_JVASP-109402.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111042\candidate_niel\NIEL_p_GaAgTeSe_JVASP-109402.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/22_GaAgTeSe_JVASP-109402.dat
22,GaAgTeSe,JVASP-109402,Vpm,596174000.0,117704000.0,791670000.0,94.2716,94.2716,94.2716,,,,False,5.623,5.623,True,GaAgTeSe,GaAgTeSe,C:\LUMENS\sadc_edit_active_pilot_20260523_111042\candidate_niel\NIEL_e_GaAgTeSe_JVASP-109402.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111042\candidate_niel\NIEL_p_GaAgTeSe_JVASP-109402.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/22_GaAgTeSe_JVASP-109402.dat
23,Ag3PO4,JVASP-9585,Isc,207514000.0,207514000.0,761997000.0,99.7054,99.7054,99.7054,99.623,99.623,99.623,False,6.284,6.284,True,Ag3PO4,Ag3PO4,C:\LUMENS\sadc_edit_active_pilot_20260523_111220\candidate_niel\NIEL_e_Ag3PO4_JVASP-9585.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111220\candidate_niel\NIEL_p_Ag3PO4_JVASP-9585.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/23_Ag3PO4_JVASP-9585.dat
23,Ag3PO4,JVASP-9585,Voc,207514000.0,95811600.0,761997000.0,95.8547,95.8547,95.8547,,,,False,6.284,6.284,True,Ag3PO4,Ag3PO4,C:\LUMENS\sadc_edit_active_pilot_20260523_111220\candidate_niel\NIEL_e_Ag3PO4_JVASP-9585.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111220\candidate_niel\NIEL_p_Ag3PO4_JVASP-9585.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/23_Ag3PO4_JVASP-9585.dat
23,Ag3PO4,JVASP-9585,Pmax,207514000.0,112095000.0,761997000.0,97.1328,97.1328,97.1328,97.0525,97.0525,97.0525,False,6.284,6.284,True,Ag3PO4,Ag3PO4,C:\LUMENS\sadc_edit_active_pilot_20260523_111220\candidate_niel\NIEL_e_Ag3PO4_JVASP-9585.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111220\candidate_niel\NIEL_p_Ag3PO4_JVASP-9585.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/23_Ag3PO4_JVASP-9585.dat
23,Ag3PO4,JVASP-9585,Ipm,207514000.0,207514000.0,761997000.0,99.5703,99.5703,99.5703,99.488,99.488,99.488,False,6.284,6.284,True,Ag3PO4,Ag3PO4,C:\LUMENS\sadc_edit_active_pilot_20260523_111220\candidate_niel\NIEL_e_Ag3PO4_JVASP-9585.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111220\candidate_niel\NIEL_p_Ag3PO4_JVASP-9585.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/23_Ag3PO4_JVASP-9585.dat
23,Ag3PO4,JVASP-9585,Vpm,207514000.0,40969800.0,761997000.0,94.5645,94.5645,94.5645,,,,False,6.284,6.284,True,Ag3PO4,Ag3PO4,C:\LUMENS\sadc_edit_active_pilot_20260523_111220\candidate_niel\NIEL_e_Ag3PO4_JVASP-9585.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111220\candidate_niel\NIEL_p_Ag3PO4_JVASP-9585.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/23_Ag3PO4_JVASP-9585.dat
24,SrZrS3,JVASP-21271,Isc,42850500.0,42850500.0,799326000.0,99.744,99.744,99.744,99.6616,99.6616,99.6616,False,3.859,3.859,True,SrZrS3,SrZrS3,C:\LUMENS\sadc_edit_active_pilot_20260523_111356\candidate_niel\NIEL_e_SrZrS3_JVASP-21271.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111356\candidate_niel\NIEL_p_SrZrS3_JVASP-21271.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/24_SrZrS3_JVASP-21271.dat
24,SrZrS3,JVASP-21271,Voc,42850500.0,19784600.0,799326000.0,95.9482,95.9482,95.9482,,,,False,3.859,3.859,True,SrZrS3,SrZrS3,C:\LUMENS\sadc_edit_active_pilot_20260523_111356\candidate_niel\NIEL_e_SrZrS3_JVASP-21271.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111356\candidate_niel\NIEL_p_SrZrS3_JVASP-21271.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/24_SrZrS3_JVASP-21271.dat
24,SrZrS3,JVASP-21271,Pmax,42850500.0,23146900.0,799326000.0,97.2859,97.2859,97.2859,97.2056,97.2056,97.2056,False,3.859,3.859,True,SrZrS3,SrZrS3,C:\LUMENS\sadc_edit_active_pilot_20260523_111356\candidate_niel\NIEL_e_SrZrS3_JVASP-21271.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111356\candidate_niel\NIEL_p_SrZrS3_JVASP-21271.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/24_SrZrS3_JVASP-21271.dat
24,SrZrS3,JVASP-21271,Ipm,42850500.0,42850500.0,799326000.0,99.6264,99.6264,99.6264,99.5441,99.5441,99.5441,False,3.859,3.859,True,SrZrS3,SrZrS3,C:\LUMENS\sadc_edit_active_pilot_20260523_111356\candidate_niel\NIEL_e_SrZrS3_JVASP-21271.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111356\candidate_niel\NIEL_p_SrZrS3_JVASP-21271.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/24_SrZrS3_JVASP-21271.dat
24,SrZrS3,JVASP-21271,Vpm,42850500.0,8460050.0,799326000.0,94.5505,94.5505,94.5505,,,,False,3.859,3.859,True,SrZrS3,SrZrS3,C:\LUMENS\sadc_edit_active_pilot_20260523_111356\candidate_niel\NIEL_e_SrZrS3_JVASP-21271.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111356\candidate_niel\NIEL_p_SrZrS3_JVASP-21271.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/24_SrZrS3_JVASP-21271.dat
25,P2Se5,JVASP-5590,Isc,145354000.0,145354000.0,821707000.0,99.7061,99.7061,99.7061,99.6238,99.6238,99.6238,False,4.029,4.029,True,P2Se5,P2Se5,C:\LUMENS\sadc_edit_active_pilot_20260523_111533\candidate_niel\NIEL_e_P2Se5_JVASP-5590.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111533\candidate_niel\NIEL_p_P2Se5_JVASP-5590.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/25_P2Se5_JVASP-5590.dat
25,P2Se5,JVASP-5590,Voc,145354000.0,67111800.0,821707000.0,95.7823,95.7823,95.7823,,,,False,4.029,4.029,True,P2Se5,P2Se5,C:\LUMENS\sadc_edit_active_pilot_20260523_111533\candidate_niel\NIEL_e_P2Se5_JVASP-5590.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111533\candidate_niel\NIEL_p_P2Se5_JVASP-5590.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/25_P2Se5_JVASP-5590.dat
25,P2Se5,JVASP-5590,Pmax,145354000.0,78517300.0,821707000.0,97.0559,97.0559,97.0559,96.9757,96.9757,96.9757,False,4.029,4.029,True,P2Se5,P2Se5,C:\LUMENS\sadc_edit_active_pilot_20260523_111533\candidate_niel\NIEL_e_P2Se5_JVASP-5590.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111533\candidate_niel\NIEL_p_P2Se5_JVASP-5590.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/25_P2Se5_JVASP-5590.dat
25,P2Se5,JVASP-5590,Ipm,145354000.0,145354000.0,821707000.0,99.5714,99.5714,99.5714,99.4891,99.4891,99.4891,False,4.029,4.029,True,P2Se5,P2Se5,C:\LUMENS\sadc_edit_active_pilot_20260523_111533\candidate_niel\NIEL_e_P2Se5_JVASP-5590.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111533\candidate_niel\NIEL_p_P2Se5_JVASP-5590.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/25_P2Se5_JVASP-5590.dat
25,P2Se5,JVASP-5590,Vpm,145354000.0,28697600.0,821707000.0,94.43,94.43,94.43,,,,False,4.029,4.029,True,P2Se5,P2Se5,C:\LUMENS\sadc_edit_active_pilot_20260523_111533\candidate_niel\NIEL_e_P2Se5_JVASP-5590.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111533\candidate_niel\NIEL_p_P2Se5_JVASP-5590.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/25_P2Se5_JVASP-5590.dat
26,Rb2As3,JVASP-11390,Isc,272528000.0,272528000.0,839414000.0,99.6623,99.6623,99.6623,99.58,99.58,99.58,False,3.757,3.757,True,Rb2As3,Rb2As3,C:\LUMENS\sadc_edit_active_pilot_20260523_111710\candidate_niel\NIEL_e_Rb2As3_JVASP-11390.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111710\candidate_niel\NIEL_p_Rb2As3_JVASP-11390.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/26_Rb2As3_JVASP-11390.dat
26,Rb2As3,JVASP-11390,Voc,272528000.0,125829000.0,839414000.0,95.6122,95.6122,95.6122,,,,False,3.757,3.757,True,Rb2As3,Rb2As3,C:\LUMENS\sadc_edit_active_pilot_20260523_111710\candidate_niel\NIEL_e_Rb2As3_JVASP-11390.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111710\candidate_niel\NIEL_p_Rb2As3_JVASP-11390.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/26_Rb2As3_JVASP-11390.dat
26,Rb2As3,JVASP-11390,Pmax,272528000.0,147214000.0,839414000.0,96.8048,96.8048,96.8048,96.7248,96.7248,96.7248,False,3.757,3.757,True,Rb2As3,Rb2As3,C:\LUMENS\sadc_edit_active_pilot_20260523_111710\candidate_niel\NIEL_e_Rb2As3_JVASP-11390.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111710\candidate_niel\NIEL_p_Rb2As3_JVASP-11390.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/26_Rb2As3_JVASP-11390.dat
26,Rb2As3,JVASP-11390,Ipm,272528000.0,272528000.0,839414000.0,99.5077,99.5077,99.5077,99.4255,99.4255,99.4255,False,3.757,3.757,True,Rb2As3,Rb2As3,C:\LUMENS\sadc_edit_active_pilot_20260523_111710\candidate_niel\NIEL_e_Rb2As3_JVASP-11390.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111710\candidate_niel\NIEL_p_Rb2As3_JVASP-11390.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/26_Rb2As3_JVASP-11390.dat
26,Rb2As3,JVASP-11390,Vpm,272528000.0,53805600.0,839414000.0,94.3141,94.3141,94.3141,,,,False,3.757,3.757,True,Rb2As3,Rb2As3,C:\LUMENS\sadc_edit_active_pilot_20260523_111710\candidate_niel\NIEL_e_Rb2As3_JVASP-11390.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111710\candidate_niel\NIEL_p_Rb2As3_JVASP-11390.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/26_Rb2As3_JVASP-11390.dat
27,ScS,JVASP-19725,Isc,19260900.0,19260900.0,841044000.0,99.7385,99.7385,99.7385,99.6561,99.6561,99.6561,False,3.609,3.609,True,ScS,ScS,C:\LUMENS\sadc_edit_active_pilot_20260523_111847\candidate_niel\NIEL_e_ScS_JVASP-19725.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111847\candidate_niel\NIEL_p_ScS_JVASP-19725.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/27_ScS_JVASP-19725.dat
27,ScS,JVASP-19725,Voc,19260900.0,8892980.0,841044000.0,95.8735,95.8735,95.8735,,,,False,3.609,3.609,True,ScS,ScS,C:\LUMENS\sadc_edit_active_pilot_20260523_111847\candidate_niel\NIEL_e_ScS_JVASP-19725.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111847\candidate_niel\NIEL_p_ScS_JVASP-19725.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/27_ScS_JVASP-19725.dat
27,ScS,JVASP-19725,Pmax,19260900.0,10404300.0,841044000.0,97.1997,97.1997,97.1997,97.1195,97.1195,97.1195,False,3.609,3.609,True,ScS,ScS,C:\LUMENS\sadc_edit_active_pilot_20260523_111847\candidate_niel\NIEL_e_ScS_JVASP-19725.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111847\candidate_niel\NIEL_p_ScS_JVASP-19725.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/27_ScS_JVASP-19725.dat
27,ScS,JVASP-19725,Ipm,19260900.0,19260900.0,841044000.0,99.6184,99.6184,99.6184,99.5361,99.5361,99.5361,False,3.609,3.609,True,ScS,ScS,C:\LUMENS\sadc_edit_active_pilot_20260523_111847\candidate_niel\NIEL_e_ScS_JVASP-19725.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111847\candidate_niel\NIEL_p_ScS_JVASP-19725.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/27_ScS_JVASP-19725.dat
27,ScS,JVASP-19725,Vpm,19260900.0,3802710.0,841044000.0,94.4454,94.4454,94.4454,,,,False,3.609,3.609,True,ScS,ScS,C:\LUMENS\sadc_edit_active_pilot_20260523_111847\candidate_niel\NIEL_e_ScS_JVASP-19725.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_111847\candidate_niel\NIEL_p_ScS_JVASP-19725.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/27_ScS_JVASP-19725.dat
28,BaH2O4,JVASP-54745,Isc,1260090000.0,1260090000.0,745396000.0,99.3929,99.3929,99.3929,99.3108,99.3108,99.3108,False,4.138,4.138,True,BaH2O4,BaH2O4,C:\LUMENS\sadc_edit_active_pilot_20260523_112024\candidate_niel\NIEL_e_BaH2O4_JVASP-54745.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_112024\candidate_niel\NIEL_p_BaH2O4_JVASP-54745.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/28_BaH2O4_JVASP-54745.dat
28,BaH2O4,JVASP-54745,Voc,1260090000.0,581796000.0,745396000.0,94.9334,94.9334,94.9334,,,,False,4.138,4.138,True,BaH2O4,BaH2O4,C:\LUMENS\sadc_edit_active_pilot_20260523_112024\candidate_niel\NIEL_e_BaH2O4_JVASP-54745.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_112024\candidate_niel\NIEL_p_BaH2O4_JVASP-54745.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/28_BaH2O4_JVASP-54745.dat
28,BaH2O4,JVASP-54745,Pmax,1260090000.0,680671000.0,745396000.0,95.5965,95.5965,95.5965,95.5175,95.5175,95.5175,False,4.138,4.138,True,BaH2O4,BaH2O4,C:\LUMENS\sadc_edit_active_pilot_20260523_112024\candidate_niel\NIEL_e_BaH2O4_JVASP-54745.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_112024\candidate_niel\NIEL_p_BaH2O4_JVASP-54745.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/28_BaH2O4_JVASP-54745.dat
