srniel_damage_rank,formula,material_id,parameter,ddde_mev_per_g,ddde_to_p_mev_per_g,dddp_mev_per_g,rf_min_pct,rf_mid_pct,rf_max_pct,grf_min_pct,grf_mid_pct,grf_max_pct,has_fallback_ed,density_g_cm3,manifest_density_g_cm3,density_matches_manifest,active_layer_name,active_layer_formula,electron_niel_file,proton_niel_file,electron_niel_matches_candidate,proton_niel_matches_candidate,omere_status,validated_candidate_layer,source_file
9,Ag3SI,JVASP-53111,Voc,90931100.0,41983900.0,626937000.0,96.3476,96.3476,96.3476,,,,False,6.577,6.577,True,Ag3SI,Ag3SI,C:\LUMENS\sadc_edit_active_pilot_20260523_104941\candidate_niel\NIEL_e_Ag3SI_JVASP-53111.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_104941\candidate_niel\NIEL_p_Ag3SI_JVASP-53111.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/09_Ag3SI_JVASP-53111.dat
9,Ag3SI,JVASP-53111,Pmax,90931100.0,49119000.0,626937000.0,97.7303,97.7303,97.7303,97.6496,97.6496,97.6496,False,6.577,6.577,True,Ag3SI,Ag3SI,C:\LUMENS\sadc_edit_active_pilot_20260523_104941\candidate_niel\NIEL_e_Ag3SI_JVASP-53111.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_104941\candidate_niel\NIEL_p_Ag3SI_JVASP-53111.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/09_Ag3SI_JVASP-53111.dat
9,Ag3SI,JVASP-53111,Ipm,90931100.0,90931100.0,626937000.0,99.6812,99.6812,99.6812,99.5989,99.5989,99.5989,False,6.577,6.577,True,Ag3SI,Ag3SI,C:\LUMENS\sadc_edit_active_pilot_20260523_104941\candidate_niel\NIEL_e_Ag3SI_JVASP-53111.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_104941\candidate_niel\NIEL_p_Ag3SI_JVASP-53111.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/09_Ag3SI_JVASP-53111.dat
9,Ag3SI,JVASP-53111,Vpm,90931100.0,17952700.0,626937000.0,95.0686,95.0686,95.0686,,,,False,6.577,6.577,True,Ag3SI,Ag3SI,C:\LUMENS\sadc_edit_active_pilot_20260523_104941\candidate_niel\NIEL_e_Ag3SI_JVASP-53111.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_104941\candidate_niel\NIEL_p_Ag3SI_JVASP-53111.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/09_Ag3SI_JVASP-53111.dat
10,AlBiO3,JVASP-11273,Isc,243611000.0,243611000.0,599020000.0,99.7438,99.7438,99.7438,99.6614,99.6614,99.6614,False,6.414,6.414,True,AlBiO3,AlBiO3,C:\LUMENS\sadc_edit_active_pilot_20260523_105118\candidate_niel\NIEL_e_AlBiO3_JVASP-11273.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105118\candidate_niel\NIEL_p_AlBiO3_JVASP-11273.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/10_AlBiO3_JVASP-11273.dat
10,AlBiO3,JVASP-11273,Voc,243611000.0,112478000.0,599020000.0,96.2278,96.2278,96.2278,,,,False,6.414,6.414,True,AlBiO3,AlBiO3,C:\LUMENS\sadc_edit_active_pilot_20260523_105118\candidate_niel\NIEL_e_AlBiO3_JVASP-11273.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105118\candidate_niel\NIEL_p_AlBiO3_JVASP-11273.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/10_AlBiO3_JVASP-11273.dat
10,AlBiO3,JVASP-11273,Pmax,243611000.0,131594000.0,599020000.0,97.563,97.563,97.563,97.4824,97.4824,97.4824,False,6.414,6.414,True,AlBiO3,AlBiO3,C:\LUMENS\sadc_edit_active_pilot_20260523_105118\candidate_niel\NIEL_e_AlBiO3_JVASP-11273.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105118\candidate_niel\NIEL_p_AlBiO3_JVASP-11273.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/10_AlBiO3_JVASP-11273.dat
10,AlBiO3,JVASP-11273,Ipm,243611000.0,243611000.0,599020000.0,99.6262,99.6262,99.6262,99.5439,99.5439,99.5439,False,6.414,6.414,True,AlBiO3,AlBiO3,C:\LUMENS\sadc_edit_active_pilot_20260523_105118\candidate_niel\NIEL_e_AlBiO3_JVASP-11273.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105118\candidate_niel\NIEL_p_AlBiO3_JVASP-11273.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/10_AlBiO3_JVASP-11273.dat
10,AlBiO3,JVASP-11273,Vpm,243611000.0,48096600.0,599020000.0,95.0608,95.0608,95.0608,,,,False,6.414,6.414,True,AlBiO3,AlBiO3,C:\LUMENS\sadc_edit_active_pilot_20260523_105118\candidate_niel\NIEL_e_AlBiO3_JVASP-11273.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105118\candidate_niel\NIEL_p_AlBiO3_JVASP-11273.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/10_AlBiO3_JVASP-11273.dat
11,CuAs2Pb6Cl7O6,JVASP-53178,Isc,211485000.0,211485000.0,637801000.0,99.7418,99.7418,99.7418,99.6594,99.6594,99.6594,False,6.141,6.141,True,CuAs2Pb6Cl7O6,CuAs2Pb6Cl7O6,C:\LUMENS\sadc_edit_active_pilot_20260523_105255\candidate_niel\NIEL_e_CuAs2Pb6Cl7O6_JVASP-53178.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105255\candidate_niel\NIEL_p_CuAs2Pb6Cl7O6_JVASP-53178.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/11_CuAs2Pb6Cl7O6_JVASP-53178.dat
11,CuAs2Pb6Cl7O6,JVASP-53178,Voc,211485000.0,97645000.0,637801000.0,96.1628,96.1628,96.1628,,,,False,6.141,6.141,True,CuAs2Pb6Cl7O6,CuAs2Pb6Cl7O6,C:\LUMENS\sadc_edit_active_pilot_20260523_105255\candidate_niel\NIEL_e_CuAs2Pb6Cl7O6_JVASP-53178.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105255\candidate_niel\NIEL_p_CuAs2Pb6Cl7O6_JVASP-53178.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/11_CuAs2Pb6Cl7O6_JVASP-53178.dat
11,CuAs2Pb6Cl7O6,JVASP-53178,Pmax,211485000.0,114240000.0,637801000.0,97.4978,97.4978,97.4978,97.4173,97.4173,97.4173,False,6.141,6.141,True,CuAs2Pb6Cl7O6,CuAs2Pb6Cl7O6,C:\LUMENS\sadc_edit_active_pilot_20260523_105255\candidate_niel\NIEL_e_CuAs2Pb6Cl7O6_JVASP-53178.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105255\candidate_niel\NIEL_p_CuAs2Pb6Cl7O6_JVASP-53178.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/11_CuAs2Pb6Cl7O6_JVASP-53178.dat
11,CuAs2Pb6Cl7O6,JVASP-53178,Ipm,211485000.0,211485000.0,637801000.0,99.6232,99.6232,99.6232,99.541,99.541,99.541,False,6.141,6.141,True,CuAs2Pb6Cl7O6,CuAs2Pb6Cl7O6,C:\LUMENS\sadc_edit_active_pilot_20260523_105255\candidate_niel\NIEL_e_CuAs2Pb6Cl7O6_JVASP-53178.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105255\candidate_niel\NIEL_p_CuAs2Pb6Cl7O6_JVASP-53178.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/11_CuAs2Pb6Cl7O6_JVASP-53178.dat
11,CuAs2Pb6Cl7O6,JVASP-53178,Vpm,211485000.0,41753800.0,637801000.0,94.9497,94.9497,94.9497,,,,False,6.141,6.141,True,CuAs2Pb6Cl7O6,CuAs2Pb6Cl7O6,C:\LUMENS\sadc_edit_active_pilot_20260523_105255\candidate_niel\NIEL_e_CuAs2Pb6Cl7O6_JVASP-53178.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105255\candidate_niel\NIEL_p_CuAs2Pb6Cl7O6_JVASP-53178.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/11_CuAs2Pb6Cl7O6_JVASP-53178.dat
12,Ta2Te4Br10O,JVASP-31871,Isc,84080300.0,84080300.0,655030000.0,99.7752,99.7752,99.7752,99.6928,99.6928,99.6928,False,5.238,5.238,True,Ta2Te4Br10O,Ta2Te4Br10O,C:\LUMENS\sadc_edit_active_pilot_20260523_105432\candidate_niel\NIEL_e_Ta2Te4Br10O_JVASP-31871.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105432\candidate_niel\NIEL_p_Ta2Te4Br10O_JVASP-31871.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/12_Ta2Te4Br10O_JVASP-31871.dat
12,Ta2Te4Br10O,JVASP-31871,Voc,84080300.0,38820900.0,655030000.0,96.2768,96.2768,96.2768,,,,False,5.238,5.238,True,Ta2Te4Br10O,Ta2Te4Br10O,C:\LUMENS\sadc_edit_active_pilot_20260523_105432\candidate_niel\NIEL_e_Ta2Te4Br10O_JVASP-31871.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105432\candidate_niel\NIEL_p_Ta2Te4Br10O_JVASP-31871.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/12_Ta2Te4Br10O_JVASP-31871.dat
12,Ta2Te4Br10O,JVASP-31871,Pmax,84080300.0,45418400.0,655030000.0,97.6552,97.6552,97.6552,97.5746,97.5746,97.5746,False,5.238,5.238,True,Ta2Te4Br10O,Ta2Te4Br10O,C:\LUMENS\sadc_edit_active_pilot_20260523_105432\candidate_niel\NIEL_e_Ta2Te4Br10O_JVASP-31871.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105432\candidate_niel\NIEL_p_Ta2Te4Br10O_JVASP-31871.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/12_Ta2Te4Br10O_JVASP-31871.dat
12,Ta2Te4Br10O,JVASP-31871,Ipm,84080300.0,84080300.0,655030000.0,99.6719,99.6719,99.6719,99.5895,99.5895,99.5895,False,5.238,5.238,True,Ta2Te4Br10O,Ta2Te4Br10O,C:\LUMENS\sadc_edit_active_pilot_20260523_105432\candidate_niel\NIEL_e_Ta2Te4Br10O_JVASP-31871.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105432\candidate_niel\NIEL_p_Ta2Te4Br10O_JVASP-31871.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/12_Ta2Te4Br10O_JVASP-31871.dat
12,Ta2Te4Br10O,JVASP-31871,Vpm,84080300.0,16600100.0,655030000.0,94.9764,94.9764,94.9764,,,,False,5.238,5.238,True,Ta2Te4Br10O,Ta2Te4Br10O,C:\LUMENS\sadc_edit_active_pilot_20260523_105432\candidate_niel\NIEL_e_Ta2Te4Br10O_JVASP-31871.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105432\candidate_niel\NIEL_p_Ta2Te4Br10O_JVASP-31871.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/12_Ta2Te4Br10O_JVASP-31871.dat
13,Cd2GaAgSe4,JVASP-108799,Isc,106478000.0,106478000.0,714009000.0,99.7505,99.7505,99.7505,99.6681,99.6681,99.6681,False,5.335,5.335,True,Cd2GaAgSe4,Cd2GaAgSe4,C:\LUMENS\sadc_edit_active_pilot_20260523_105609\candidate_niel\NIEL_e_Cd2GaAgSe4_JVASP-108799.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105609\candidate_niel\NIEL_p_Cd2GaAgSe4_JVASP-108799.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/13_Cd2GaAgSe4_JVASP-108799.dat
13,Cd2GaAgSe4,JVASP-108799,Voc,106478000.0,49162000.0,714009000.0,96.0897,96.0897,96.0897,,,,False,5.335,5.335,True,Cd2GaAgSe4,Cd2GaAgSe4,C:\LUMENS\sadc_edit_active_pilot_20260523_105609\candidate_niel\NIEL_e_Cd2GaAgSe4_JVASP-108799.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105609\candidate_niel\NIEL_p_Cd2GaAgSe4_JVASP-108799.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/13_Cd2GaAgSe4_JVASP-108799.dat
13,Cd2GaAgSe4,JVASP-108799,Pmax,106478000.0,57517000.0,714009000.0,97.4389,97.4389,97.4389,97.3584,97.3584,97.3584,False,5.335,5.335,True,Cd2GaAgSe4,Cd2GaAgSe4,C:\LUMENS\sadc_edit_active_pilot_20260523_105609\candidate_niel\NIEL_e_Cd2GaAgSe4_JVASP-108799.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105609\candidate_niel\NIEL_p_Cd2GaAgSe4_JVASP-108799.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/13_Cd2GaAgSe4_JVASP-108799.dat
13,Cd2GaAgSe4,JVASP-108799,Ipm,106478000.0,106478000.0,714009000.0,99.6359,99.6359,99.6359,99.5537,99.5537,99.5537,False,5.335,5.335,True,Cd2GaAgSe4,Cd2GaAgSe4,C:\LUMENS\sadc_edit_active_pilot_20260523_105609\candidate_niel\NIEL_e_Cd2GaAgSe4_JVASP-108799.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105609\candidate_niel\NIEL_p_Cd2GaAgSe4_JVASP-108799.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/13_Cd2GaAgSe4_JVASP-108799.dat
13,Cd2GaAgSe4,JVASP-108799,Vpm,106478000.0,21022100.0,714009000.0,94.7697,94.7697,94.7697,,,,False,5.335,5.335,True,Cd2GaAgSe4,Cd2GaAgSe4,C:\LUMENS\sadc_edit_active_pilot_20260523_105609\candidate_niel\NIEL_e_Cd2GaAgSe4_JVASP-108799.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105609\candidate_niel\NIEL_p_Cd2GaAgSe4_JVASP-108799.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/13_Cd2GaAgSe4_JVASP-108799.dat
14,Na2WO4,JVASP-11669,Isc,240616000.0,240616000.0,654731000.0,99.7278,99.7278,99.7278,99.6455,99.6455,99.6455,False,5.092,5.092,True,Na2WO4,Na2WO4,C:\LUMENS\sadc_edit_active_pilot_20260523_105745\candidate_niel\NIEL_e_Na2WO4_JVASP-11669.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105745\candidate_niel\NIEL_p_Na2WO4_JVASP-11669.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/14_Na2WO4_JVASP-11669.dat
14,Na2WO4,JVASP-11669,Voc,240616000.0,111095000.0,654731000.0,96.0828,96.0828,96.0828,,,,False,5.092,5.092,True,Na2WO4,Na2WO4,C:\LUMENS\sadc_edit_active_pilot_20260523_105745\candidate_niel\NIEL_e_Na2WO4_JVASP-11669.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105745\candidate_niel\NIEL_p_Na2WO4_JVASP-11669.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/14_Na2WO4_JVASP-11669.dat
14,Na2WO4,JVASP-11669,Pmax,240616000.0,129976000.0,654731000.0,97.3991,97.3991,97.3991,97.3187,97.3187,97.3187,False,5.092,5.092,True,Na2WO4,Na2WO4,C:\LUMENS\sadc_edit_active_pilot_20260523_105745\candidate_niel\NIEL_e_Na2WO4_JVASP-11669.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105745\candidate_niel\NIEL_p_Na2WO4_JVASP-11669.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/14_Na2WO4_JVASP-11669.dat
14,Na2WO4,JVASP-11669,Ipm,240616000.0,240616000.0,654731000.0,99.6029,99.6029,99.6029,99.5207,99.5207,99.5207,False,5.092,5.092,True,Na2WO4,Na2WO4,C:\LUMENS\sadc_edit_active_pilot_20260523_105745\candidate_niel\NIEL_e_Na2WO4_JVASP-11669.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105745\candidate_niel\NIEL_p_Na2WO4_JVASP-11669.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/14_Na2WO4_JVASP-11669.dat
14,Na2WO4,JVASP-11669,Vpm,240616000.0,47505300.0,654731000.0,94.8746,94.8746,94.8746,,,,False,5.092,5.092,True,Na2WO4,Na2WO4,C:\LUMENS\sadc_edit_active_pilot_20260523_105745\candidate_niel\NIEL_e_Na2WO4_JVASP-11669.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105745\candidate_niel\NIEL_p_Na2WO4_JVASP-11669.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/14_Na2WO4_JVASP-11669.dat
15,AlInSb2,JVASP-109795,Isc,836119000.0,836119000.0,753196000.0,99.5181,99.5181,99.5181,99.4359,99.4359,99.4359,False,4.846,4.846,True,AlInSb2,AlInSb2,C:\LUMENS\sadc_edit_active_pilot_20260523_105922\candidate_niel\NIEL_e_AlInSb2_JVASP-109795.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105922\candidate_niel\NIEL_p_AlInSb2_JVASP-109795.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/15_AlInSb2_JVASP-109795.dat
15,AlInSb2,JVASP-109795,Voc,836119000.0,386046000.0,753196000.0,95.263,95.263,95.263,,,,False,4.846,4.846,True,AlInSb2,AlInSb2,C:\LUMENS\sadc_edit_active_pilot_20260523_105922\candidate_niel\NIEL_e_AlInSb2_JVASP-109795.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105922\candidate_niel\NIEL_p_AlInSb2_JVASP-109795.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/15_AlInSb2_JVASP-109795.dat
15,AlInSb2,JVASP-109795,Pmax,836119000.0,451653000.0,753196000.0,96.191,96.191,96.191,96.1116,96.1116,96.1116,False,4.846,4.846,True,AlInSb2,AlInSb2,C:\LUMENS\sadc_edit_active_pilot_20260523_105922\candidate_niel\NIEL_e_AlInSb2_JVASP-109795.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105922\candidate_niel\NIEL_p_AlInSb2_JVASP-109795.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/15_AlInSb2_JVASP-109795.dat
15,AlInSb2,JVASP-109795,Ipm,836119000.0,836119000.0,753196000.0,99.2987,99.2987,99.2987,99.2167,99.2167,99.2167,False,4.846,4.846,True,AlInSb2,AlInSb2,C:\LUMENS\sadc_edit_active_pilot_20260523_105922\candidate_niel\NIEL_e_AlInSb2_JVASP-109795.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105922\candidate_niel\NIEL_p_AlInSb2_JVASP-109795.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/15_AlInSb2_JVASP-109795.dat
15,AlInSb2,JVASP-109795,Vpm,836119000.0,165076000.0,753196000.0,94.2485,94.2485,94.2485,,,,False,4.846,4.846,True,AlInSb2,AlInSb2,C:\LUMENS\sadc_edit_active_pilot_20260523_105922\candidate_niel\NIEL_e_AlInSb2_JVASP-109795.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_105922\candidate_niel\NIEL_p_AlInSb2_JVASP-109795.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/15_AlInSb2_JVASP-109795.dat
16,SrTaNO2,JVASP-109687,Isc,908234000.0,908234000.0,717648000.0,99.5071,99.5071,99.5071,99.4249,99.4249,99.4249,False,7.809,7.809,True,SrTaNO2,SrTaNO2,C:\LUMENS\sadc_edit_active_pilot_20260523_110100\candidate_niel\NIEL_e_SrTaNO2_JVASP-109687.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110100\candidate_niel\NIEL_p_SrTaNO2_JVASP-109687.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/16_SrTaNO2_JVASP-109687.dat
16,SrTaNO2,JVASP-109687,Voc,908234000.0,419342000.0,717648000.0,95.2672,95.2672,95.2672,,,,False,7.809,7.809,True,SrTaNO2,SrTaNO2,C:\LUMENS\sadc_edit_active_pilot_20260523_110100\candidate_niel\NIEL_e_SrTaNO2_JVASP-109687.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110100\candidate_niel\NIEL_p_SrTaNO2_JVASP-109687.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/16_SrTaNO2_JVASP-109687.dat
16,SrTaNO2,JVASP-109687,Pmax,908234000.0,490608000.0,717648000.0,96.1817,96.1817,96.1817,96.1022,96.1022,96.1022,False,7.809,7.809,True,SrTaNO2,SrTaNO2,C:\LUMENS\sadc_edit_active_pilot_20260523_110100\candidate_niel\NIEL_e_SrTaNO2_JVASP-109687.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110100\candidate_niel\NIEL_p_SrTaNO2_JVASP-109687.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/16_SrTaNO2_JVASP-109687.dat
16,SrTaNO2,JVASP-109687,Ipm,908234000.0,908234000.0,717648000.0,99.2828,99.2828,99.2828,99.2008,99.2008,99.2008,False,7.809,7.809,True,SrTaNO2,SrTaNO2,C:\LUMENS\sadc_edit_active_pilot_20260523_110100\candidate_niel\NIEL_e_SrTaNO2_JVASP-109687.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110100\candidate_niel\NIEL_p_SrTaNO2_JVASP-109687.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/16_SrTaNO2_JVASP-109687.dat
16,SrTaNO2,JVASP-109687,Vpm,908234000.0,179314000.0,717648000.0,94.3042,94.3042,94.3042,,,,False,7.809,7.809,True,SrTaNO2,SrTaNO2,C:\LUMENS\sadc_edit_active_pilot_20260523_110100\candidate_niel\NIEL_e_SrTaNO2_JVASP-109687.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110100\candidate_niel\NIEL_p_SrTaNO2_JVASP-109687.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/16_SrTaNO2_JVASP-109687.dat
17,HfS3,JVASP-8218,Isc,342699000.0,342699000.0,698649000.0,99.6836,99.6836,99.6836,99.6013,99.6013,99.6013,False,5.523,5.523,True,HfS3,HfS3,C:\LUMENS\sadc_edit_active_pilot_20260523_110237\candidate_niel\NIEL_e_HfS3_JVASP-8218.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110237\candidate_niel\NIEL_p_HfS3_JVASP-8218.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/17_HfS3_JVASP-8218.dat
17,HfS3,JVASP-8218,Voc,342699000.0,158228000.0,698649000.0,95.8569,95.8569,95.8569,,,,False,5.523,5.523,True,HfS3,HfS3,C:\LUMENS\sadc_edit_active_pilot_20260523_110237\candidate_niel\NIEL_e_HfS3_JVASP-8218.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110237\candidate_niel\NIEL_p_HfS3_JVASP-8218.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/17_HfS3_JVASP-8218.dat
17,HfS3,JVASP-8218,Pmax,342699000.0,185119000.0,698649000.0,97.1042,97.1042,97.1042,97.024,97.024,97.024,False,5.523,5.523,True,HfS3,HfS3,C:\LUMENS\sadc_edit_active_pilot_20260523_110237\candidate_niel\NIEL_e_HfS3_JVASP-8218.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110237\candidate_niel\NIEL_p_HfS3_JVASP-8218.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/17_HfS3_JVASP-8218.dat
17,HfS3,JVASP-8218,Ipm,342699000.0,342699000.0,698649000.0,99.5387,99.5387,99.5387,99.4565,99.4565,99.4565,False,5.523,5.523,True,HfS3,HfS3,C:\LUMENS\sadc_edit_active_pilot_20260523_110237\candidate_niel\NIEL_e_HfS3_JVASP-8218.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110237\candidate_niel\NIEL_p_HfS3_JVASP-8218.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/17_HfS3_JVASP-8218.dat
17,HfS3,JVASP-8218,Vpm,342699000.0,67659700.0,698649000.0,94.6733,94.6733,94.6733,,,,False,5.523,5.523,True,HfS3,HfS3,C:\LUMENS\sadc_edit_active_pilot_20260523_110237\candidate_niel\NIEL_e_HfS3_JVASP-8218.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110237\candidate_niel\NIEL_p_HfS3_JVASP-8218.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/17_HfS3_JVASP-8218.dat
18,HgSO4,JVASP-9390,Isc,586680000.0,586680000.0,677499000.0,99.6163,99.6163,99.6163,99.534,99.534,99.534,False,6.271,6.271,True,HgSO4,HgSO4,C:\LUMENS\sadc_edit_active_pilot_20260523_110414\candidate_niel\NIEL_e_HgSO4_JVASP-9390.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110414\candidate_niel\NIEL_p_HgSO4_JVASP-9390.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/18_HgSO4_JVASP-9390.dat
18,HgSO4,JVASP-9390,Voc,586680000.0,270877000.0,677499000.0,95.6487,95.6487,95.6487,,,,False,6.271,6.271,True,HgSO4,HgSO4,C:\LUMENS\sadc_edit_active_pilot_20260523_110414\candidate_niel\NIEL_e_HgSO4_JVASP-9390.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110414\candidate_niel\NIEL_p_HgSO4_JVASP-9390.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/18_HgSO4_JVASP-9390.dat
18,HgSO4,JVASP-9390,Pmax,586680000.0,316912000.0,677499000.0,96.7824,96.7824,96.7824,96.7025,96.7025,96.7025,False,6.271,6.271,True,HgSO4,HgSO4,C:\LUMENS\sadc_edit_active_pilot_20260523_110414\candidate_niel\NIEL_e_HgSO4_JVASP-9390.dat,C:\LUMENS\sadc_edit_active_pilot_20260523_110414\candidate_niel\NIEL_p_HgSO4_JVASP-9390.dat,True,True,completed_validated,True,radiation_degradation/omere_sadc_outputs_final_materials_20260523/outputs/18_HgSO4_JVASP-9390.dat
