formula,material_id,particle,energy_MeV,niel_MeV_cm2_g,source_file
CuAs2Pb6Cl7O6,JVASP-53178,electron,0.2,7.6239e-06,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,0.25,8.2985e-06,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,0.3,8.9351e-06,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,0.35,9.4689e-06,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,0.4,9.9439e-06,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,0.45,1.0381e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,0.5,1.0792e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,0.55,1.1182e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,0.6,1.2124e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,0.65,1.3679e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,0.7,1.5398e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,0.75,1.7182e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,0.8,1.8972e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,0.85,2.0734e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,0.9,2.2447e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,0.95,2.4101e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,1.0,2.569e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,1.5,3.8289e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,2.0,4.6799e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,2.5,5.3062e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,3.0,5.7972e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,3.5,6.1992e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,4.0,6.5384e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,4.5,6.8312e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,5.0,7.0882e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,5.5,7.3167e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,6.0,7.5221e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,6.5,7.7081e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,7.0,7.8779e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,7.5,8.0337e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,8.0,8.1774e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,8.5,8.3104e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,9.0,8.434e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,9.5,8.5492e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,10.0,8.6568e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,15.0,9.4383e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,20.0,9.8901e-05,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,25.0,0.00010158,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,30.0,0.00010311,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,35.0,0.0001039,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,40.0,0.00010421,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,45.0,0.00010421,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,50.0,0.000104,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,55.0,0.00010369,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,60.0,0.0001033,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,65.0,0.00010289,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,70.0,0.00010247,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,75.0,0.00010206,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,80.0,0.00010166,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,85.0,0.00010128,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,90.0,0.00010093,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,95.0,0.0001006,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,electron,100.0,0.00010029,CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.0001,0.93675,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.00015,1.2426,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.0002,1.445,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.00025,1.572,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.0003,1.6553,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.00035,1.7112,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.0004,1.7488,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.00045,1.7737,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.0005,1.7953,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.00055,1.827,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.0006,1.8513,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.00065,1.8697,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.0007,1.8835,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.00075,1.8936,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.0008,1.9006,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.00085,1.9051,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.0009,1.9076,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.00095,1.9085,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.001,1.9079,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.0015,1.8605,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.002,1.7873,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.0025,1.7128,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.003,1.6429,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.0035,1.5787,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.004,1.5203,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.0045,1.4669,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.005,1.4181,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.0055,1.3733,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.006,1.332,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.0065,1.2938,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.007,1.2584,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.0075,1.2253,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.008,1.1944,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.0085,1.1655,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.009,1.1383,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.0095,1.1127,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.01,1.0885,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.015,0.90315,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.02,0.7804,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.025,0.69157,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.03,0.6236,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.035,0.56953,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.04,0.52528,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.045,0.48827,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.05,0.45676,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.055,0.42956,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.06,0.40582,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.065,0.38488,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.07,0.36626,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.075,0.34957,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.08,0.3345,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.085,0.32083,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.09,0.30836,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.095,0.29693,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.1,0.28641,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.15,0.21372,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.2,0.17203,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.25,0.14491,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.3,0.12574,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.35,0.11139,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.4,0.099998,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.45,0.09085,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.5,0.083337,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.55,0.077047,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.6,0.071698,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.65,0.067069,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.7,0.063024,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.75,0.059454,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.8,0.056295,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.85,0.053479,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.9,0.050952,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,0.95,0.048672,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,1.0,0.046602,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,1.5,0.033042,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,2.0,0.025882,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,2.5,0.021185,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,3.0,0.017958,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,3.5,0.015632,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,4.0,0.013901,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,4.5,0.01255,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,5.0,0.011458,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,5.5,0.010557,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,6.0,0.0098028,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,6.5,0.0091627,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,7.0,0.0086135,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,7.5,0.0081372,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,8.0,0.0077198,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,8.5,0.0073507,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,9.0,0.0070217,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,9.5,0.0067264,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,10.0,0.0064598,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,15.0,0.0047563,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,20.0,0.0038988,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,25.0,0.0033756,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,30.0,0.0030129,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,35.0,0.0027403,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,40.0,0.0025262,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,45.0,0.0023536,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,50.0,0.0022119,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,55.0,0.0020935,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,60.0,0.001993,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,65.0,0.0019065,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,70.0,0.0018308,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,75.0,0.0017639,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,80.0,0.001704,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,85.0,0.0016498,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,90.0,0.0016004,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,95.0,0.0015551,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,100.0,0.0015132,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,150.0,0.0012233,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,200.0,0.0010723,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,250.0,0.00099021,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,300.0,0.00094165,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,350.0,0.00090981,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,400.0,0.00088788,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,450.0,0.00087345,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,500.0,0.00086535,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,550.0,0.00086233,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,600.0,0.00086257,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,650.0,0.00086383,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,700.0,0.00086381,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,750.0,0.00086074,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,800.0,0.00085401,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,850.0,0.00084459,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,900.0,0.00083526,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,950.0,0.00083066,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
CuAs2Pb6Cl7O6,JVASP-53178,proton,1000.0,0.00083769,CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv
Ga3BN4,JVASP-35152,electron,0.04,4.3275e-08,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.045,4.54e-07,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.05,7.4934e-07,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.055,1.694e-06,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.06,3.2096e-06,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.065,4.3987e-06,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.07,5.346e-06,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.075,6.1104e-06,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.08,6.7345e-06,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.085,7.2491e-06,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.09,7.6773e-06,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.095,8.0365e-06,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.1,8.3401e-06,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.15,9.8182e-06,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.2,1.0296e-05,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.25,1.055e-05,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.3,1.1924e-05,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.35,1.3957e-05,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.4,1.5789e-05,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.45,1.7472e-05,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.5,1.9041e-05,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.55,2.0516e-05,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.6,2.1913e-05,Ga3BN4_JVASP-35152_e_srniel.csv
Ga3BN4,JVASP-35152,electron,0.65,2.3242e-05,Ga3BN4_JVASP-35152_e_srniel.csv
