formula,material_id,particle,energy_MeV,niel_MeV_cm2_g,source_file
MgCu2O4,JVASP-9908,proton,950.0,0.0022034,MgCu2O4_JVASP-9908_p_srniel.csv
MgCu2O4,JVASP-9908,proton,1000.0,0.0022151,MgCu2O4_JVASP-9908_p_srniel.csv
MoH2O4,JVASP-54713,electron,0.04,2.0643e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.045,1.9026e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.05,2.0169e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.055,2.2164e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.06,2.3599e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.065,2.464e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.07,2.5399e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.075,2.5953e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.08,2.6354e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.085,2.6643e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.09,2.6845e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.095,2.8243e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.1,2.9809e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.15,3.8128e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.2,4.1435e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.25,4.3363e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.3,4.4809e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.35,4.6059e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.4,4.7216e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.45,4.8322e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.5,4.9391e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.55,5.0431e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.6,5.1445e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.65,5.2435e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.7,5.3402e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.75,5.4346e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.8,5.5268e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.85,5.6168e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.9,5.7048e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,0.95,5.7907e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,1.0,5.8746e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,1.5,6.6179e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,2.0,7.2223e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,2.5,7.7265e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,3.0,8.1565e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,3.5,8.5297e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,4.0,8.8585e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,4.5,9.1514e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,5.0,9.415e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,5.5,9.6541e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,6.0,9.8725e-05,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,6.5,0.00010073,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,7.0,0.00010258,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,7.5,0.0001043,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,8.0,0.0001059,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,8.5,0.0001074,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,9.0,0.0001088,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,9.5,0.00011012,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,10.0,0.00011136,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,15.0,0.00012075,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,20.0,0.00012676,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,25.0,0.00013088,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,30.0,0.0001338,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,35.0,0.00013591,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,40.0,0.00013746,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,45.0,0.0001386,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,50.0,0.00013943,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,55.0,0.00014004,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,60.0,0.00014048,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,65.0,0.00014079,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,70.0,0.00014101,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,75.0,0.00014116,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,80.0,0.00014125,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,85.0,0.00014131,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,90.0,0.00014133,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,95.0,0.00014133,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,electron,100.0,0.00014131,MoH2O4_JVASP-54713_e_srniel.csv
MoH2O4,JVASP-54713,proton,0.0001,9.7859,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.00015,10.107,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.0002,10.095,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.00025,9.9636,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.0003,9.7854,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.00035,9.5893,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.0004,9.3888,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.00045,9.1903,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.0005,8.9972,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.00055,8.8109,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.0006,8.6322,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.00065,8.4611,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.0007,8.2975,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.00075,8.1413,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.0008,7.992,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.00085,7.8493,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.0009,7.7128,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.00095,7.5822,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.001,7.4571,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.0015,6.4452,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.002,5.7277,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.0025,5.1864,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.003,4.7598,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.0035,4.4125,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.004,4.1228,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.0045,3.8764,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.005,3.6635,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.0055,3.4774,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.006,3.3127,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.0065,3.1659,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.007,3.0338,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.0075,2.9143,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.008,2.8055,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.0085,2.7059,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.009,2.6143,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.0095,2.5298,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.01,2.4514,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.015,1.8938,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.02,1.5621,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.025,1.3386,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.03,1.1762,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.035,1.052,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.04,0.95369,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.045,0.8736,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.05,0.80688,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.055,0.75009,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.06,0.70146,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.065,0.65934,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.07,0.62246,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.075,0.58986,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.08,0.56082,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.085,0.53477,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.09,0.51125,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.095,0.48991,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.1,0.47043,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.15,0.34022,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.2,0.26671,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.25,0.22014,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.3,0.18804,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.35,0.16481,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.4,0.14701,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.45,0.13291,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.5,0.12144,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.55,0.11192,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.6,0.10388,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.65,0.096999,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.7,0.091032,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.75,0.085808,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.8,0.081193,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.85,0.077085,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.9,0.073195,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,0.95,0.069624,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,1.0,0.066392,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,1.5,0.04551,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,2.0,0.03475,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,2.5,0.028167,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,3.0,0.023716,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,3.5,0.020514,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,4.0,0.018259,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,4.5,0.016483,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,5.0,0.014975,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,5.5,0.013735,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,6.0,0.012733,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,6.5,0.011912,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,7.0,0.011221,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,7.5,0.010623,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,8.0,0.010095,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,8.5,0.009623,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,9.0,0.0091963,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,9.5,0.0088085,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,10.0,0.0084549,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,15.0,0.00622,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,20.0,0.0052424,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,25.0,0.0047325,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,30.0,0.0043948,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,35.0,0.0041242,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,40.0,0.0038905,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,45.0,0.0036873,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,50.0,0.0035126,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,55.0,0.0033645,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,60.0,0.0032398,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,65.0,0.0031354,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,70.0,0.0030478,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,75.0,0.0029741,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,80.0,0.0029117,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,85.0,0.0028583,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,90.0,0.0028123,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,95.0,0.0027719,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,100.0,0.0027361,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,150.0,0.0024922,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,200.0,0.0023329,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,250.0,0.0022473,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,300.0,0.0022305,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,350.0,0.0022633,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,400.0,0.0023244,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,450.0,0.0023967,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,500.0,0.0024689,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,550.0,0.0025348,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,600.0,0.0025925,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,650.0,0.0026425,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,700.0,0.0026863,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,750.0,0.0027254,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,800.0,0.0027598,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,850.0,0.0027884,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,900.0,0.002808,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,950.0,0.0028137,MoH2O4_JVASP-54713_p_srniel.csv
MoH2O4,JVASP-54713,proton,1000.0,0.0027993,MoH2O4_JVASP-54713_p_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.04,0.0,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.045,0.0,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.05,0.0,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.055,0.0,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.06,0.0,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.065,0.0,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.07,0.0,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.075,0.0,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.08,0.0,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.085,0.0,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.09,0.0,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.095,0.0,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.1,0.0,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.15,1.8572e-06,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.2,2.7087e-06,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.25,3.9727e-06,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.3,5.3452e-06,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.35,6.4653e-06,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.4,7.4262e-06,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.45,8.2785e-06,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.5,9.0517e-06,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.55,9.7641e-06,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.6,1.0428e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.65,1.1052e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.7,1.1641e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.75,1.2201e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.8,1.2734e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.85,1.3303e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.9,1.3884e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,0.95,1.4463e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,1.0,1.5039e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,1.5,2.0325e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,2.0,2.5334e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,2.5,3.1199e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,3.0,3.6582e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,3.5,4.1266e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,4.0,4.5322e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,4.5,4.8861e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,5.0,5.1978e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,5.5,5.475e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,6.0,5.7237e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,6.5,5.9487e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,7.0,6.1536e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,7.5,6.3413e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,8.0,6.5142e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,8.5,6.6742e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,9.0,6.8229e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,9.5,6.9615e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,10.0,7.0912e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,15.0,8.0461e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,20.0,8.6322e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,25.0,9.0182e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,30.0,9.2792e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,35.0,9.4566e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,40.0,9.5761e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,45.0,9.6548e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,50.0,9.7044e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,55.0,9.7334e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,60.0,9.7477e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,65.0,9.7518e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,70.0,9.7487e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,75.0,9.7406e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,80.0,9.7293e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,85.0,9.7158e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
MoWSe2S2,JVASP-28698,electron,90.0,9.701e-05,MoWSe2S2_JVASP-28698_e_srniel.csv
