formula,material_id,particle,status,result_url,omere_dat,raw_curve_csv,elements,stoichiometry,ed_eV,has_fallback_ed,payload_json,error
Cu2SnSe3,JVASP-109764,electron,ok,http://www.sr-niel.org/Simulation/204504niel_e.html,omere_inputs/Cu2SnSe3_JVASP-109764_e_NIEL.dat,raw_srniel_tables/Cu2SnSe3_JVASP-109764_e_srniel.csv,Cu;Sn;Se,2;1;3,1.448;2.997;0.62,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""3"", ""Stoich1"": ""2"", ""Stoich2"": ""1"", ""Stoich3"": ""3"", ""TARGET"": ""0"", ""Th1"": ""1.448"", ""Th2"": ""2.997"", ""Th3"": ""0.62"", ""Z1"": ""29"", ""Z2"": ""50"", ""Z3"": ""34"", ""formSubmit"": ""CALCULATE""}",
Cu2SnSe3,JVASP-109764,proton,ok,http://www.sr-niel.org/Simulation/332960niel_p.html,omere_inputs/Cu2SnSe3_JVASP-109764_p_NIEL.dat,raw_srniel_tables/Cu2SnSe3_JVASP-109764_p_srniel.csv,Cu;Sn;Se,2;1;3,1.448;2.997;0.62,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""3"", ""Scale"": ""0"", ""Stoich1"": ""2"", ""Stoich2"": ""1"", ""Stoich3"": ""3"", ""TARGET"": ""0"", ""Th1"": ""1.448"", ""Th2"": ""2.997"", ""Th3"": ""0.62"", ""Z1"": ""29"", ""Z2"": ""50"", ""Z3"": ""34"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
CuAs2Pb6Cl7O6,JVASP-53178,electron,ok,http://www.sr-niel.org/Simulation/166707niel_e.html,omere_inputs/CuAs2Pb6Cl7O6_JVASP-53178_e_NIEL.dat,raw_srniel_tables/CuAs2Pb6Cl7O6_JVASP-53178_e_srniel.csv,Cu;As;Pb;Cl;O,1;2;6;7;6,1.032;7.905;9.406;8.419;4.314,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""5"", ""Stoich1"": ""1"", ""Stoich2"": ""2"", ""Stoich3"": ""6"", ""Stoich4"": ""7"", ""Stoich5"": ""6"", ""TARGET"": ""0"", ""Th1"": ""1.032"", ""Th2"": ""7.905"", ""Th3"": ""9.406"", ""Th4"": ""8.419"", ""Th5"": ""4.314"", ""Z1"": ""29"", ""Z2"": ""33"", ""Z3"": ""82"", ""Z4"": ""17"", ""Z5"": ""8"", ""formSubmit"": ""CALCULATE""}",
CuAs2Pb6Cl7O6,JVASP-53178,proton,ok,http://www.sr-niel.org/Simulation/573313niel_p.html,omere_inputs/CuAs2Pb6Cl7O6_JVASP-53178_p_NIEL.dat,raw_srniel_tables/CuAs2Pb6Cl7O6_JVASP-53178_p_srniel.csv,Cu;As;Pb;Cl;O,1;2;6;7;6,1.032;7.905;9.406;8.419;4.314,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""5"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""2"", ""Stoich3"": ""6"", ""Stoich4"": ""7"", ""Stoich5"": ""6"", ""TARGET"": ""0"", ""Th1"": ""1.032"", ""Th2"": ""7.905"", ""Th3"": ""9.406"", ""Th4"": ""8.419"", ""Th5"": ""4.314"", ""Z1"": ""29"", ""Z2"": ""33"", ""Z3"": ""82"", ""Z4"": ""17"", ""Z5"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
Ga3BN4,JVASP-35152,electron,ok,http://www.sr-niel.org/Simulation/303385niel_e.html,omere_inputs/Ga3BN4_JVASP-35152_e_NIEL.dat,raw_srniel_tables/Ga3BN4_JVASP-35152_e_srniel.csv,Ga;B;N,3;1;4,10.808;8.338;8.691,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""3"", ""Stoich1"": ""3"", ""Stoich2"": ""1"", ""Stoich3"": ""4"", ""TARGET"": ""0"", ""Th1"": ""10.808"", ""Th2"": ""8.338"", ""Th3"": ""8.691"", ""Z1"": ""31"", ""Z2"": ""5"", ""Z3"": ""7"", ""formSubmit"": ""CALCULATE""}",
Ga3BN4,JVASP-35152,proton,ok,http://www.sr-niel.org/Simulation/982307niel_p.html,omere_inputs/Ga3BN4_JVASP-35152_p_NIEL.dat,raw_srniel_tables/Ga3BN4_JVASP-35152_p_srniel.csv,Ga;B;N,3;1;4,10.808;8.338;8.691,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""3"", ""Scale"": ""0"", ""Stoich1"": ""3"", ""Stoich2"": ""1"", ""Stoich3"": ""4"", ""TARGET"": ""0"", ""Th1"": ""10.808"", ""Th2"": ""8.338"", ""Th3"": ""8.691"", ""Z1"": ""31"", ""Z2"": ""5"", ""Z3"": ""7"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
GaAgP2Se6,JVASP-27498,electron,ok,http://www.sr-niel.org/Simulation/187810niel_e.html,omere_inputs/GaAgP2Se6_JVASP-27498_e_NIEL.dat,raw_srniel_tables/GaAgP2Se6_JVASP-27498_e_srniel.csv,Ga;Ag;P;Se,1;1;2;6,5.442;1.858;2.469;2.533,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""4"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""2"", ""Stoich4"": ""6"", ""TARGET"": ""0"", ""Th1"": ""5.442"", ""Th2"": ""1.858"", ""Th3"": ""2.469"", ""Th4"": ""2.533"", ""Z1"": ""31"", ""Z2"": ""47"", ""Z3"": ""15"", ""Z4"": ""34"", ""formSubmit"": ""CALCULATE""}",
GaAgP2Se6,JVASP-27498,proton,ok,http://www.sr-niel.org/Simulation/405872niel_p.html,omere_inputs/GaAgP2Se6_JVASP-27498_p_NIEL.dat,raw_srniel_tables/GaAgP2Se6_JVASP-27498_p_srniel.csv,Ga;Ag;P;Se,1;1;2;6,5.442;1.858;2.469;2.533,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""4"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""2"", ""Stoich4"": ""6"", ""TARGET"": ""0"", ""Th1"": ""5.442"", ""Th2"": ""1.858"", ""Th3"": ""2.469"", ""Th4"": ""2.533"", ""Z1"": ""31"", ""Z2"": ""47"", ""Z3"": ""15"", ""Z4"": ""34"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
GaAgTeSe,JVASP-109402,electron,ok,http://www.sr-niel.org/Simulation/211345niel_e.html,omere_inputs/GaAgTeSe_JVASP-109402_e_NIEL.dat,raw_srniel_tables/GaAgTeSe_JVASP-109402_e_srniel.csv,Ga;Ag;Te;Se,1;1;1;1,2.622;1.166;3.638;2.338,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""4"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""1"", ""Stoich4"": ""1"", ""TARGET"": ""0"", ""Th1"": ""2.622"", ""Th2"": ""1.166"", ""Th3"": ""3.638"", ""Th4"": ""2.338"", ""Z1"": ""31"", ""Z2"": ""47"", ""Z3"": ""52"", ""Z4"": ""34"", ""formSubmit"": ""CALCULATE""}",
GaAgTeSe,JVASP-109402,proton,ok,http://www.sr-niel.org/Simulation/591162niel_p.html,omere_inputs/GaAgTeSe_JVASP-109402_p_NIEL.dat,raw_srniel_tables/GaAgTeSe_JVASP-109402_p_srniel.csv,Ga;Ag;Te;Se,1;1;1;1,2.622;1.166;3.638;2.338,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""4"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""1"", ""Stoich4"": ""1"", ""TARGET"": ""0"", ""Th1"": ""2.622"", ""Th2"": ""1.166"", ""Th3"": ""3.638"", ""Th4"": ""2.338"", ""Z1"": ""31"", ""Z2"": ""47"", ""Z3"": ""52"", ""Z4"": ""34"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
HfS3,JVASP-8218,electron,ok,http://www.sr-niel.org/Simulation/165734niel_e.html,omere_inputs/HfS3_JVASP-8218_e_NIEL.dat,raw_srniel_tables/HfS3_JVASP-8218_e_srniel.csv,Hf;S,1;3,30;4.039,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""2"", ""Stoich1"": ""1"", ""Stoich2"": ""3"", ""TARGET"": ""0"", ""Th1"": ""30"", ""Th2"": ""4.039"", ""Z1"": ""72"", ""Z2"": ""16"", ""formSubmit"": ""CALCULATE""}",
HfS3,JVASP-8218,proton,ok,http://www.sr-niel.org/Simulation/383503niel_p.html,omere_inputs/HfS3_JVASP-8218_p_NIEL.dat,raw_srniel_tables/HfS3_JVASP-8218_p_srniel.csv,Hf;S,1;3,30;4.039,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""2"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""3"", ""TARGET"": ""0"", ""Th1"": ""30"", ""Th2"": ""4.039"", ""Z1"": ""72"", ""Z2"": ""16"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
Hg3Cl2O2,JVASP-12474,electron,ok,http://www.sr-niel.org/Simulation/224309niel_e.html,omere_inputs/Hg3Cl2O2_JVASP-12474_e_NIEL.dat,raw_srniel_tables/Hg3Cl2O2_JVASP-12474_e_srniel.csv,Hg;Cl;O,3;2;2,17.776;12.456;2.177,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""3"", ""Stoich1"": ""3"", ""Stoich2"": ""2"", ""Stoich3"": ""2"", ""TARGET"": ""0"", ""Th1"": ""17.776"", ""Th2"": ""12.456"", ""Th3"": ""2.177"", ""Z1"": ""80"", ""Z2"": ""17"", ""Z3"": ""8"", ""formSubmit"": ""CALCULATE""}",
Hg3Cl2O2,JVASP-12474,proton,ok,http://www.sr-niel.org/Simulation/103162niel_p.html,omere_inputs/Hg3Cl2O2_JVASP-12474_p_NIEL.dat,raw_srniel_tables/Hg3Cl2O2_JVASP-12474_p_srniel.csv,Hg;Cl;O,3;2;2,17.776;12.456;2.177,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""3"", ""Scale"": ""0"", ""Stoich1"": ""3"", ""Stoich2"": ""2"", ""Stoich3"": ""2"", ""TARGET"": ""0"", ""Th1"": ""17.776"", ""Th2"": ""12.456"", ""Th3"": ""2.177"", ""Z1"": ""80"", ""Z2"": ""17"", ""Z3"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
HgSO4,JVASP-9390,electron,ok,http://www.sr-niel.org/Simulation/752433niel_e.html,omere_inputs/HgSO4_JVASP-9390_e_NIEL.dat,raw_srniel_tables/HgSO4_JVASP-9390_e_srniel.csv,Hg;S;O,1;1;4,27.053;3.01;2.315,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""3"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""4"", ""TARGET"": ""0"", ""Th1"": ""27.053"", ""Th2"": ""3.01"", ""Th3"": ""2.315"", ""Z1"": ""80"", ""Z2"": ""16"", ""Z3"": ""8"", ""formSubmit"": ""CALCULATE""}",
HgSO4,JVASP-9390,proton,ok,http://www.sr-niel.org/Simulation/239141niel_p.html,omere_inputs/HgSO4_JVASP-9390_p_NIEL.dat,raw_srniel_tables/HgSO4_JVASP-9390_p_srniel.csv,Hg;S;O,1;1;4,27.053;3.01;2.315,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""3"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""4"", ""TARGET"": ""0"", ""Th1"": ""27.053"", ""Th2"": ""3.01"", ""Th3"": ""2.315"", ""Z1"": ""80"", ""Z2"": ""16"", ""Z3"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
HoSO,JVASP-46072,electron,ok,http://www.sr-niel.org/Simulation/924708niel_e.html,omere_inputs/HoSO_JVASP-46072_e_NIEL.dat,raw_srniel_tables/HoSO_JVASP-46072_e_srniel.csv,Ho;S;O,1;1;1,9;7.6;28,True,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""3"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""1"", ""TARGET"": ""0"", ""Th1"": ""9"", ""Th2"": ""7.6"", ""Th3"": ""28"", ""Z1"": ""67"", ""Z2"": ""16"", ""Z3"": ""8"", ""formSubmit"": ""CALCULATE""}",
HoSO,JVASP-46072,proton,ok,http://www.sr-niel.org/Simulation/451118niel_p.html,omere_inputs/HoSO_JVASP-46072_p_NIEL.dat,raw_srniel_tables/HoSO_JVASP-46072_p_srniel.csv,Ho;S;O,1;1;1,9;7.6;28,True,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""3"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""1"", ""TARGET"": ""0"", ""Th1"": ""9"", ""Th2"": ""7.6"", ""Th3"": ""28"", ""Z1"": ""67"", ""Z2"": ""16"", ""Z3"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
InAgS2,JVASP-12383,electron,ok,http://www.sr-niel.org/Simulation/775175niel_e.html,omere_inputs/InAgS2_JVASP-12383_e_NIEL.dat,raw_srniel_tables/InAgS2_JVASP-12383_e_srniel.csv,In;Ag;S,1;1;2,39.49;2.877;9.262,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""3"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""2"", ""TARGET"": ""0"", ""Th1"": ""39.49"", ""Th2"": ""2.877"", ""Th3"": ""9.262"", ""Z1"": ""49"", ""Z2"": ""47"", ""Z3"": ""16"", ""formSubmit"": ""CALCULATE""}",
InAgS2,JVASP-12383,proton,ok,http://www.sr-niel.org/Simulation/400872niel_p.html,omere_inputs/InAgS2_JVASP-12383_p_NIEL.dat,raw_srniel_tables/InAgS2_JVASP-12383_p_srniel.csv,In;Ag;S,1;1;2,39.49;2.877;9.262,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""3"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""2"", ""TARGET"": ""0"", ""Th1"": ""39.49"", ""Th2"": ""2.877"", ""Th3"": ""9.262"", ""Z1"": ""49"", ""Z2"": ""47"", ""Z3"": ""16"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
InN,JVASP-17841,electron,ok,http://www.sr-niel.org/Simulation/941469niel_e.html,omere_inputs/InN_JVASP-17841_e_NIEL.dat,raw_srniel_tables/InN_JVASP-17841_e_srniel.csv,In;N,1;1,60.643;52.307,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""2"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""TARGET"": ""0"", ""Th1"": ""60.643"", ""Th2"": ""52.307"", ""Z1"": ""49"", ""Z2"": ""7"", ""formSubmit"": ""CALCULATE""}",
InN,JVASP-17841,proton,ok,http://www.sr-niel.org/Simulation/792523niel_p.html,omere_inputs/InN_JVASP-17841_p_NIEL.dat,raw_srniel_tables/InN_JVASP-17841_p_srniel.csv,In;N,1;1,60.643;52.307,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""2"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""TARGET"": ""0"", ""Th1"": ""60.643"", ""Th2"": ""52.307"", ""Z1"": ""49"", ""Z2"": ""7"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
InS,JVASP-51076,electron,ok,http://www.sr-niel.org/Simulation/989168niel_e.html,omere_inputs/InS_JVASP-51076_e_NIEL.dat,raw_srniel_tables/InS_JVASP-51076_e_srniel.csv,In;S,1;1,11.529;3.526,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""2"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""TARGET"": ""0"", ""Th1"": ""11.529"", ""Th2"": ""3.526"", ""Z1"": ""49"", ""Z2"": ""16"", ""formSubmit"": ""CALCULATE""}",
InS,JVASP-51076,proton,ok,http://www.sr-niel.org/Simulation/934998niel_p.html,omere_inputs/InS_JVASP-51076_p_NIEL.dat,raw_srniel_tables/InS_JVASP-51076_p_srniel.csv,In;S,1;1,11.529;3.526,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""2"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""TARGET"": ""0"", ""Th1"": ""11.529"", ""Th2"": ""3.526"", ""Z1"": ""49"", ""Z2"": ""16"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
KNO3,JVASP-53146,electron,ok,http://www.sr-niel.org/Simulation/836788niel_e.html,omere_inputs/KNO3_JVASP-53146_e_NIEL.dat,raw_srniel_tables/KNO3_JVASP-53146_e_srniel.csv,K;N;O,1;1;3,3.45;3.834;3.342,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""3"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""3"", ""TARGET"": ""0"", ""Th1"": ""3.45"", ""Th2"": ""3.834"", ""Th3"": ""3.342"", ""Z1"": ""19"", ""Z2"": ""7"", ""Z3"": ""8"", ""formSubmit"": ""CALCULATE""}",
KNO3,JVASP-53146,proton,ok,http://www.sr-niel.org/Simulation/123293niel_p.html,omere_inputs/KNO3_JVASP-53146_p_NIEL.dat,raw_srniel_tables/KNO3_JVASP-53146_p_srniel.csv,K;N;O,1;1;3,3.45;3.834;3.342,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""3"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""3"", ""TARGET"": ""0"", ""Th1"": ""3.45"", ""Th2"": ""3.834"", ""Th3"": ""3.342"", ""Z1"": ""19"", ""Z2"": ""7"", ""Z3"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
KP,JVASP-10123,electron,ok,http://www.sr-niel.org/Simulation/291950niel_e.html,omere_inputs/KP_JVASP-10123_e_NIEL.dat,raw_srniel_tables/KP_JVASP-10123_e_srniel.csv,K;P,1;1,12.274;12.243,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""2"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""TARGET"": ""0"", ""Th1"": ""12.274"", ""Th2"": ""12.243"", ""Z1"": ""19"", ""Z2"": ""15"", ""formSubmit"": ""CALCULATE""}",
KP,JVASP-10123,proton,ok,http://www.sr-niel.org/Simulation/599756niel_p.html,omere_inputs/KP_JVASP-10123_p_NIEL.dat,raw_srniel_tables/KP_JVASP-10123_p_srniel.csv,K;P,1;1,12.274;12.243,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""2"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""TARGET"": ""0"", ""Th1"": ""12.274"", ""Th2"": ""12.243"", ""Z1"": ""19"", ""Z2"": ""15"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
Li3VB2O6,JVASP-40731,electron,ok,http://www.sr-niel.org/Simulation/459836niel_e.html,omere_inputs/Li3VB2O6_JVASP-40731_e_NIEL.dat,raw_srniel_tables/Li3VB2O6_JVASP-40731_e_srniel.csv,Li;V;B;O,3;1;2;6,12;28;22;28,True,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""4"", ""Stoich1"": ""3"", ""Stoich2"": ""1"", ""Stoich3"": ""2"", ""Stoich4"": ""6"", ""TARGET"": ""0"", ""Th1"": ""12"", ""Th2"": ""28"", ""Th3"": ""22"", ""Th4"": ""28"", ""Z1"": ""3"", ""Z2"": ""23"", ""Z3"": ""5"", ""Z4"": ""8"", ""formSubmit"": ""CALCULATE""}",
Li3VB2O6,JVASP-40731,proton,ok,http://www.sr-niel.org/Simulation/104555niel_p.html,omere_inputs/Li3VB2O6_JVASP-40731_p_NIEL.dat,raw_srniel_tables/Li3VB2O6_JVASP-40731_p_srniel.csv,Li;V;B;O,3;1;2;6,12;28;22;28,True,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""4"", ""Scale"": ""0"", ""Stoich1"": ""3"", ""Stoich2"": ""1"", ""Stoich3"": ""2"", ""Stoich4"": ""6"", ""TARGET"": ""0"", ""Th1"": ""12"", ""Th2"": ""28"", ""Th3"": ""22"", ""Th4"": ""28"", ""Z1"": ""3"", ""Z2"": ""23"", ""Z3"": ""5"", ""Z4"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
Mg2Mo3O8,JVASP-19255,electron,ok,http://www.sr-niel.org/Simulation/865348niel_e.html,omere_inputs/Mg2Mo3O8_JVASP-19255_e_NIEL.dat,raw_srniel_tables/Mg2Mo3O8_JVASP-19255_e_srniel.csv,Mg;Mo;O,2;3;8,10;33;28,True,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""3"", ""Stoich1"": ""2"", ""Stoich2"": ""3"", ""Stoich3"": ""8"", ""TARGET"": ""0"", ""Th1"": ""10"", ""Th2"": ""33"", ""Th3"": ""28"", ""Z1"": ""12"", ""Z2"": ""42"", ""Z3"": ""8"", ""formSubmit"": ""CALCULATE""}",
Mg2Mo3O8,JVASP-19255,proton,ok,http://www.sr-niel.org/Simulation/727819niel_p.html,omere_inputs/Mg2Mo3O8_JVASP-19255_p_NIEL.dat,raw_srniel_tables/Mg2Mo3O8_JVASP-19255_p_srniel.csv,Mg;Mo;O,2;3;8,10;33;28,True,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""3"", ""Scale"": ""0"", ""Stoich1"": ""2"", ""Stoich2"": ""3"", ""Stoich3"": ""8"", ""TARGET"": ""0"", ""Th1"": ""10"", ""Th2"": ""33"", ""Th3"": ""28"", ""Z1"": ""12"", ""Z2"": ""42"", ""Z3"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
MgCu2O4,JVASP-9884,electron,ok,http://www.sr-niel.org/Simulation/831908niel_e.html,omere_inputs/MgCu2O4_JVASP-9884_e_NIEL.dat,raw_srniel_tables/MgCu2O4_JVASP-9884_e_srniel.csv,Mg;Cu;O,1;2;4,6.26;3.435;3.802,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""3"", ""Stoich1"": ""1"", ""Stoich2"": ""2"", ""Stoich3"": ""4"", ""TARGET"": ""0"", ""Th1"": ""6.26"", ""Th2"": ""3.435"", ""Th3"": ""3.802"", ""Z1"": ""12"", ""Z2"": ""29"", ""Z3"": ""8"", ""formSubmit"": ""CALCULATE""}",
MgCu2O4,JVASP-9884,proton,ok,http://www.sr-niel.org/Simulation/994491niel_p.html,omere_inputs/MgCu2O4_JVASP-9884_p_NIEL.dat,raw_srniel_tables/MgCu2O4_JVASP-9884_p_srniel.csv,Mg;Cu;O,1;2;4,6.26;3.435;3.802,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""3"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""2"", ""Stoich3"": ""4"", ""TARGET"": ""0"", ""Th1"": ""6.26"", ""Th2"": ""3.435"", ""Th3"": ""3.802"", ""Z1"": ""12"", ""Z2"": ""29"", ""Z3"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
MgCu2O4,JVASP-9908,electron,ok,http://www.sr-niel.org/Simulation/316911niel_e.html,omere_inputs/MgCu2O4_JVASP-9908_e_NIEL.dat,raw_srniel_tables/MgCu2O4_JVASP-9908_e_srniel.csv,Mg;Cu;O,1;2;4,15.298;8.614;4.661,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""3"", ""Stoich1"": ""1"", ""Stoich2"": ""2"", ""Stoich3"": ""4"", ""TARGET"": ""0"", ""Th1"": ""15.298"", ""Th2"": ""8.614"", ""Th3"": ""4.661"", ""Z1"": ""12"", ""Z2"": ""29"", ""Z3"": ""8"", ""formSubmit"": ""CALCULATE""}",
