formula,material_id,particle,status,result_url,omere_dat,raw_curve_csv,elements,stoichiometry,ed_eV,has_fallback_ed,payload_json,error
MgCu2O4,JVASP-9908,proton,ok,http://www.sr-niel.org/Simulation/379124niel_p.html,omere_inputs/MgCu2O4_JVASP-9908_p_NIEL.dat,raw_srniel_tables/MgCu2O4_JVASP-9908_p_srniel.csv,Mg;Cu;O,1;2;4,15.298;8.614;4.661,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""3"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""2"", ""Stoich3"": ""4"", ""TARGET"": ""0"", ""Th1"": ""15.298"", ""Th2"": ""8.614"", ""Th3"": ""4.661"", ""Z1"": ""12"", ""Z2"": ""29"", ""Z3"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
MoH2O4,JVASP-54713,electron,ok,http://www.sr-niel.org/Simulation/605248niel_e.html,omere_inputs/MoH2O4_JVASP-54713_e_NIEL.dat,raw_srniel_tables/MoH2O4_JVASP-54713_e_srniel.csv,Mo;H;O,1;2;4,2.272;1.679;6.718,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""3"", ""Stoich1"": ""1"", ""Stoich2"": ""2"", ""Stoich3"": ""4"", ""TARGET"": ""0"", ""Th1"": ""2.272"", ""Th2"": ""1.679"", ""Th3"": ""6.718"", ""Z1"": ""42"", ""Z2"": ""1"", ""Z3"": ""8"", ""formSubmit"": ""CALCULATE""}",
MoH2O4,JVASP-54713,proton,ok,http://www.sr-niel.org/Simulation/919012niel_p.html,omere_inputs/MoH2O4_JVASP-54713_p_NIEL.dat,raw_srniel_tables/MoH2O4_JVASP-54713_p_srniel.csv,Mo;H;O,1;2;4,2.272;1.679;6.718,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""3"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""2"", ""Stoich3"": ""4"", ""TARGET"": ""0"", ""Th1"": ""2.272"", ""Th2"": ""1.679"", ""Th3"": ""6.718"", ""Z1"": ""42"", ""Z2"": ""1"", ""Z3"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
MoWSe2S2,JVASP-28698,electron,ok,http://www.sr-niel.org/Simulation/472025niel_e.html,omere_inputs/MoWSe2S2_JVASP-28698_e_NIEL.dat,raw_srniel_tables/MoWSe2S2_JVASP-28698_e_srniel.csv,Mo;W;Se;S,1;1;2;2,33;55;7.4;7.6,True,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""4"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""2"", ""Stoich4"": ""2"", ""TARGET"": ""0"", ""Th1"": ""33"", ""Th2"": ""55"", ""Th3"": ""7.4"", ""Th4"": ""7.6"", ""Z1"": ""42"", ""Z2"": ""74"", ""Z3"": ""34"", ""Z4"": ""16"", ""formSubmit"": ""CALCULATE""}",
MoWSe2S2,JVASP-28698,proton,ok,http://www.sr-niel.org/Simulation/890631niel_p.html,omere_inputs/MoWSe2S2_JVASP-28698_p_NIEL.dat,raw_srniel_tables/MoWSe2S2_JVASP-28698_p_srniel.csv,Mo;W;Se;S,1;1;2;2,33;55;7.4;7.6,True,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""4"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""2"", ""Stoich4"": ""2"", ""TARGET"": ""0"", ""Th1"": ""33"", ""Th2"": ""55"", ""Th3"": ""7.4"", ""Th4"": ""7.6"", ""Z1"": ""42"", ""Z2"": ""74"", ""Z3"": ""34"", ""Z4"": ""16"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
Na2GaNiF7,JVASP-57312,electron,ok,http://www.sr-niel.org/Simulation/369277niel_e.html,omere_inputs/Na2GaNiF7_JVASP-57312_e_NIEL.dat,raw_srniel_tables/Na2GaNiF7_JVASP-57312_e_srniel.csv,Na;Ga;Ni;F,2;1;1;7,8;9.4;23;15,True,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""4"", ""Stoich1"": ""2"", ""Stoich2"": ""1"", ""Stoich3"": ""1"", ""Stoich4"": ""7"", ""TARGET"": ""0"", ""Th1"": ""8"", ""Th2"": ""9.4"", ""Th3"": ""23"", ""Th4"": ""15"", ""Z1"": ""11"", ""Z2"": ""31"", ""Z3"": ""28"", ""Z4"": ""9"", ""formSubmit"": ""CALCULATE""}",
Na2GaNiF7,JVASP-57312,proton,ok,http://www.sr-niel.org/Simulation/188982niel_p.html,omere_inputs/Na2GaNiF7_JVASP-57312_p_NIEL.dat,raw_srniel_tables/Na2GaNiF7_JVASP-57312_p_srniel.csv,Na;Ga;Ni;F,2;1;1;7,8;9.4;23;15,True,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""4"", ""Scale"": ""0"", ""Stoich1"": ""2"", ""Stoich2"": ""1"", ""Stoich3"": ""1"", ""Stoich4"": ""7"", ""TARGET"": ""0"", ""Th1"": ""8"", ""Th2"": ""9.4"", ""Th3"": ""23"", ""Th4"": ""15"", ""Z1"": ""11"", ""Z2"": ""31"", ""Z3"": ""28"", ""Z4"": ""9"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
Na2WO4,JVASP-11669,electron,ok,http://www.sr-niel.org/Simulation/917499niel_e.html,omere_inputs/Na2WO4_JVASP-11669_e_NIEL.dat,raw_srniel_tables/Na2WO4_JVASP-11669_e_srniel.csv,Na;W;O,2;1;4,27.677;19.987;7.052,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""3"", ""Stoich1"": ""2"", ""Stoich2"": ""1"", ""Stoich3"": ""4"", ""TARGET"": ""0"", ""Th1"": ""27.677"", ""Th2"": ""19.987"", ""Th3"": ""7.052"", ""Z1"": ""11"", ""Z2"": ""74"", ""Z3"": ""8"", ""formSubmit"": ""CALCULATE""}",
Na2WO4,JVASP-11669,proton,ok,http://www.sr-niel.org/Simulation/672769niel_p.html,omere_inputs/Na2WO4_JVASP-11669_p_NIEL.dat,raw_srniel_tables/Na2WO4_JVASP-11669_p_srniel.csv,Na;W;O,2;1;4,27.677;19.987;7.052,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""3"", ""Scale"": ""0"", ""Stoich1"": ""2"", ""Stoich2"": ""1"", ""Stoich3"": ""4"", ""TARGET"": ""0"", ""Th1"": ""27.677"", ""Th2"": ""19.987"", ""Th3"": ""7.052"", ""Z1"": ""11"", ""Z2"": ""74"", ""Z3"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
Na3VS3O,JVASP-12252,electron,ok,http://www.sr-niel.org/Simulation/771873niel_e.html,omere_inputs/Na3VS3O_JVASP-12252_e_NIEL.dat,raw_srniel_tables/Na3VS3O_JVASP-12252_e_srniel.csv,Na;V;S;O,3;1;3;1,5.67;2.908;5.331;5.272,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""4"", ""Stoich1"": ""3"", ""Stoich2"": ""1"", ""Stoich3"": ""3"", ""Stoich4"": ""1"", ""TARGET"": ""0"", ""Th1"": ""5.67"", ""Th2"": ""2.908"", ""Th3"": ""5.331"", ""Th4"": ""5.272"", ""Z1"": ""11"", ""Z2"": ""23"", ""Z3"": ""16"", ""Z4"": ""8"", ""formSubmit"": ""CALCULATE""}",
Na3VS3O,JVASP-12252,proton,ok,http://www.sr-niel.org/Simulation/831672niel_p.html,omere_inputs/Na3VS3O_JVASP-12252_p_NIEL.dat,raw_srniel_tables/Na3VS3O_JVASP-12252_p_srniel.csv,Na;V;S;O,3;1;3;1,5.67;2.908;5.331;5.272,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""4"", ""Scale"": ""0"", ""Stoich1"": ""3"", ""Stoich2"": ""1"", ""Stoich3"": ""3"", ""Stoich4"": ""1"", ""TARGET"": ""0"", ""Th1"": ""5.67"", ""Th2"": ""2.908"", ""Th3"": ""5.331"", ""Th4"": ""5.272"", ""Z1"": ""11"", ""Z2"": ""23"", ""Z3"": ""16"", ""Z4"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
NaS,JVASP-9152,electron,ok,http://www.sr-niel.org/Simulation/925183niel_e.html,omere_inputs/NaS_JVASP-9152_e_NIEL.dat,raw_srniel_tables/NaS_JVASP-9152_e_srniel.csv,Na;S,1;1,2.013;0.802,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""2"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""TARGET"": ""0"", ""Th1"": ""2.013"", ""Th2"": ""0.802"", ""Z1"": ""11"", ""Z2"": ""16"", ""formSubmit"": ""CALCULATE""}",
NaS,JVASP-9152,proton,ok,http://www.sr-niel.org/Simulation/541873niel_p.html,omere_inputs/NaS_JVASP-9152_p_NIEL.dat,raw_srniel_tables/NaS_JVASP-9152_p_srniel.csv,Na;S,1;1,2.013;0.802,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""2"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""TARGET"": ""0"", ""Th1"": ""2.013"", ""Th2"": ""0.802"", ""Z1"": ""11"", ""Z2"": ""16"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
NbBi3O7,JVASP-13254,electron,ok,http://www.sr-niel.org/Simulation/532218niel_e.html,omere_inputs/NbBi3O7_JVASP-13254_e_NIEL.dat,raw_srniel_tables/NbBi3O7_JVASP-13254_e_srniel.csv,Nb;Bi;O,1;3;7,1.558;57.752;0.691,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""3"", ""Stoich1"": ""1"", ""Stoich2"": ""3"", ""Stoich3"": ""7"", ""TARGET"": ""0"", ""Th1"": ""1.558"", ""Th2"": ""57.752"", ""Th3"": ""0.691"", ""Z1"": ""41"", ""Z2"": ""83"", ""Z3"": ""8"", ""formSubmit"": ""CALCULATE""}",
NbBi3O7,JVASP-13254,proton,ok,http://www.sr-niel.org/Simulation/110232niel_p.html,omere_inputs/NbBi3O7_JVASP-13254_p_NIEL.dat,raw_srniel_tables/NbBi3O7_JVASP-13254_p_srniel.csv,Nb;Bi;O,1;3;7,1.558;57.752;0.691,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""3"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""3"", ""Stoich3"": ""7"", ""TARGET"": ""0"", ""Th1"": ""1.558"", ""Th2"": ""57.752"", ""Th3"": ""0.691"", ""Z1"": ""41"", ""Z2"": ""83"", ""Z3"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
NbS2,JVASP-574,electron,ok,http://www.sr-niel.org/Simulation/991702niel_e.html,omere_inputs/NbS2_JVASP-574_e_NIEL.dat,raw_srniel_tables/NbS2_JVASP-574_e_srniel.csv,Nb;S,1;2,28;7.6,True,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""2"", ""Stoich1"": ""1"", ""Stoich2"": ""2"", ""TARGET"": ""0"", ""Th1"": ""28"", ""Th2"": ""7.6"", ""Z1"": ""41"", ""Z2"": ""16"", ""formSubmit"": ""CALCULATE""}",
NbS2,JVASP-574,proton,ok,http://www.sr-niel.org/Simulation/978176niel_p.html,omere_inputs/NbS2_JVASP-574_p_NIEL.dat,raw_srniel_tables/NbS2_JVASP-574_p_srniel.csv,Nb;S,1;2,28;7.6,True,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""2"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""2"", ""TARGET"": ""0"", ""Th1"": ""28"", ""Th2"": ""7.6"", ""Z1"": ""41"", ""Z2"": ""16"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
P2Se5,JVASP-5590,electron,ok,http://www.sr-niel.org/Simulation/973511niel_e.html,omere_inputs/P2Se5_JVASP-5590_e_NIEL.dat,raw_srniel_tables/P2Se5_JVASP-5590_e_srniel.csv,P;Se,2;5,8.7;7.4,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""2"", ""Stoich1"": ""2"", ""Stoich2"": ""5"", ""TARGET"": ""0"", ""Th1"": ""8.7"", ""Th2"": ""7.4"", ""Z1"": ""15"", ""Z2"": ""34"", ""formSubmit"": ""CALCULATE""}",
P2Se5,JVASP-5590,proton,ok,http://www.sr-niel.org/Simulation/145524niel_p.html,omere_inputs/P2Se5_JVASP-5590_p_NIEL.dat,raw_srniel_tables/P2Se5_JVASP-5590_p_srniel.csv,P;Se,2;5,8.7;7.4,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""2"", ""Scale"": ""0"", ""Stoich1"": ""2"", ""Stoich2"": ""5"", ""TARGET"": ""0"", ""Th1"": ""8.7"", ""Th2"": ""7.4"", ""Z1"": ""15"", ""Z2"": ""34"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
PbS,JVASP-17941,electron,ok,http://www.sr-niel.org/Simulation/650521niel_e.html,omere_inputs/PbS_JVASP-17941_e_NIEL.dat,raw_srniel_tables/PbS_JVASP-17941_e_srniel.csv,Pb;S,1;1,12.507;7.6,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""2"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""TARGET"": ""0"", ""Th1"": ""12.507"", ""Th2"": ""7.6"", ""Z1"": ""82"", ""Z2"": ""16"", ""formSubmit"": ""CALCULATE""}",
PbS,JVASP-17941,proton,ok,http://www.sr-niel.org/Simulation/176923niel_p.html,omere_inputs/PbS_JVASP-17941_p_NIEL.dat,raw_srniel_tables/PbS_JVASP-17941_p_srniel.csv,Pb;S,1;1,12.507;7.6,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""2"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""TARGET"": ""0"", ""Th1"": ""12.507"", ""Th2"": ""7.6"", ""Z1"": ""82"", ""Z2"": ""16"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
PtI2,JVASP-12896,electron,ok,http://www.sr-niel.org/Simulation/961199niel_e.html,omere_inputs/PtI2_JVASP-12896_e_NIEL.dat,raw_srniel_tables/PtI2_JVASP-12896_e_srniel.csv,Pt;I,1;2,6.913;10.106,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""2"", ""Stoich1"": ""1"", ""Stoich2"": ""2"", ""TARGET"": ""0"", ""Th1"": ""6.913"", ""Th2"": ""10.106"", ""Z1"": ""78"", ""Z2"": ""53"", ""formSubmit"": ""CALCULATE""}",
PtI2,JVASP-12896,proton,ok,http://www.sr-niel.org/Simulation/456156niel_p.html,omere_inputs/PtI2_JVASP-12896_p_NIEL.dat,raw_srniel_tables/PtI2_JVASP-12896_p_srniel.csv,Pt;I,1;2,6.913;10.106,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""2"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""2"", ""TARGET"": ""0"", ""Th1"": ""6.913"", ""Th2"": ""10.106"", ""Z1"": ""78"", ""Z2"": ""53"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
Rb2As3,JVASP-11390,electron,ok,http://www.sr-niel.org/Simulation/654970niel_e.html,omere_inputs/Rb2As3_JVASP-11390_e_NIEL.dat,raw_srniel_tables/Rb2As3_JVASP-11390_e_srniel.csv,Rb;As,2;3,3.146;5.88,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""2"", ""Stoich1"": ""2"", ""Stoich2"": ""3"", ""TARGET"": ""0"", ""Th1"": ""3.146"", ""Th2"": ""5.88"", ""Z1"": ""37"", ""Z2"": ""33"", ""formSubmit"": ""CALCULATE""}",
Rb2As3,JVASP-11390,proton,ok,http://www.sr-niel.org/Simulation/871018niel_p.html,omere_inputs/Rb2As3_JVASP-11390_p_NIEL.dat,raw_srniel_tables/Rb2As3_JVASP-11390_p_srniel.csv,Rb;As,2;3,3.146;5.88,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""2"", ""Scale"": ""0"", ""Stoich1"": ""2"", ""Stoich2"": ""3"", ""TARGET"": ""0"", ""Th1"": ""3.146"", ""Th2"": ""5.88"", ""Z1"": ""37"", ""Z2"": ""33"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
Rb4CuSi2O7,JVASP-25574,electron,ok,http://www.sr-niel.org/Simulation/818840niel_e.html,omere_inputs/Rb4CuSi2O7_JVASP-25574_e_NIEL.dat,raw_srniel_tables/Rb4CuSi2O7_JVASP-25574_e_srniel.csv,Rb;Cu;Si;O,4;1;2;7,5.5;19;20.5;28,True,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""4"", ""Stoich1"": ""4"", ""Stoich2"": ""1"", ""Stoich3"": ""2"", ""Stoich4"": ""7"", ""TARGET"": ""0"", ""Th1"": ""5.5"", ""Th2"": ""19"", ""Th3"": ""20.5"", ""Th4"": ""28"", ""Z1"": ""37"", ""Z2"": ""29"", ""Z3"": ""14"", ""Z4"": ""8"", ""formSubmit"": ""CALCULATE""}",
Rb4CuSi2O7,JVASP-25574,proton,ok,http://www.sr-niel.org/Simulation/723274niel_p.html,omere_inputs/Rb4CuSi2O7_JVASP-25574_p_NIEL.dat,raw_srniel_tables/Rb4CuSi2O7_JVASP-25574_p_srniel.csv,Rb;Cu;Si;O,4;1;2;7,5.5;19;20.5;28,True,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""4"", ""Scale"": ""0"", ""Stoich1"": ""4"", ""Stoich2"": ""1"", ""Stoich3"": ""2"", ""Stoich4"": ""7"", ""TARGET"": ""0"", ""Th1"": ""5.5"", ""Th2"": ""19"", ""Th3"": ""20.5"", ""Th4"": ""28"", ""Z1"": ""37"", ""Z2"": ""29"", ""Z3"": ""14"", ""Z4"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
SCl2,JVASP-58833,electron,ok,http://www.sr-niel.org/Simulation/631610niel_e.html,omere_inputs/SCl2_JVASP-58833_e_NIEL.dat,raw_srniel_tables/SCl2_JVASP-58833_e_srniel.csv,S;Cl,1;2,6.36;4.261,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""2"", ""Stoich1"": ""1"", ""Stoich2"": ""2"", ""TARGET"": ""0"", ""Th1"": ""6.36"", ""Th2"": ""4.261"", ""Z1"": ""16"", ""Z2"": ""17"", ""formSubmit"": ""CALCULATE""}",
SCl2,JVASP-58833,proton,ok,http://www.sr-niel.org/Simulation/678729niel_p.html,omere_inputs/SCl2_JVASP-58833_p_NIEL.dat,raw_srniel_tables/SCl2_JVASP-58833_p_srniel.csv,S;Cl,1;2,6.36;4.261,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""2"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""2"", ""TARGET"": ""0"", ""Th1"": ""6.36"", ""Th2"": ""4.261"", ""Z1"": ""16"", ""Z2"": ""17"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
SbIrS,JVASP-10264,electron,ok,http://www.sr-niel.org/Simulation/507631niel_e.html,omere_inputs/SbIrS_JVASP-10264_e_NIEL.dat,raw_srniel_tables/SbIrS_JVASP-10264_e_srniel.csv,Sb;Ir;S,1;1;1,47.815;122.53;24.467,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""3"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""1"", ""TARGET"": ""0"", ""Th1"": ""47.815"", ""Th2"": ""122.53"", ""Th3"": ""24.467"", ""Z1"": ""51"", ""Z2"": ""77"", ""Z3"": ""16"", ""formSubmit"": ""CALCULATE""}",
SbIrS,JVASP-10264,proton,ok,http://www.sr-niel.org/Simulation/367941niel_p.html,omere_inputs/SbIrS_JVASP-10264_p_NIEL.dat,raw_srniel_tables/SbIrS_JVASP-10264_p_srniel.csv,Sb;Ir;S,1;1;1,47.815;122.53;24.467,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""3"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""1"", ""TARGET"": ""0"", ""Th1"": ""47.815"", ""Th2"": ""122.53"", ""Th3"": ""24.467"", ""Z1"": ""51"", ""Z2"": ""77"", ""Z3"": ""16"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
ScMo3O8,JVASP-12703,electron,ok,http://www.sr-niel.org/Simulation/673437niel_e.html,omere_inputs/ScMo3O8_JVASP-12703_e_NIEL.dat,raw_srniel_tables/ScMo3O8_JVASP-12703_e_srniel.csv,Sc;Mo;O,1;3;8,7.235;7.526;8.658,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""3"", ""Stoich1"": ""1"", ""Stoich2"": ""3"", ""Stoich3"": ""8"", ""TARGET"": ""0"", ""Th1"": ""7.235"", ""Th2"": ""7.526"", ""Th3"": ""8.658"", ""Z1"": ""21"", ""Z2"": ""42"", ""Z3"": ""8"", ""formSubmit"": ""CALCULATE""}",
ScMo3O8,JVASP-12703,proton,ok,http://www.sr-niel.org/Simulation/788751niel_p.html,omere_inputs/ScMo3O8_JVASP-12703_p_NIEL.dat,raw_srniel_tables/ScMo3O8_JVASP-12703_p_srniel.csv,Sc;Mo;O,1;3;8,7.235;7.526;8.658,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""3"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""3"", ""Stoich3"": ""8"", ""TARGET"": ""0"", ""Th1"": ""7.235"", ""Th2"": ""7.526"", ""Th3"": ""8.658"", ""Z1"": ""21"", ""Z2"": ""42"", ""Z3"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
ScS,JVASP-19725,electron,ok,http://www.sr-niel.org/Simulation/264504niel_e.html,omere_inputs/ScS_JVASP-19725_e_NIEL.dat,raw_srniel_tables/ScS_JVASP-19725_e_srniel.csv,Sc;S,1;1,46.408;48.251,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""2"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""TARGET"": ""0"", ""Th1"": ""46.408"", ""Th2"": ""48.251"", ""Z1"": ""21"", ""Z2"": ""16"", ""formSubmit"": ""CALCULATE""}",
ScS,JVASP-19725,proton,ok,http://www.sr-niel.org/Simulation/242758niel_p.html,omere_inputs/ScS_JVASP-19725_p_NIEL.dat,raw_srniel_tables/ScS_JVASP-19725_p_srniel.csv,Sc;S,1;1,46.408;48.251,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""2"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""TARGET"": ""0"", ""Th1"": ""46.408"", ""Th2"": ""48.251"", ""Z1"": ""21"", ""Z2"": ""16"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
ScVO4,JVASP-11823,electron,ok,http://www.sr-niel.org/Simulation/688676niel_e.html,omere_inputs/ScVO4_JVASP-11823_e_NIEL.dat,raw_srniel_tables/ScVO4_JVASP-11823_e_srniel.csv,Sc;V;O,1;1;4,25;28;28,True,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""3"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""4"", ""TARGET"": ""0"", ""Th1"": ""25"", ""Th2"": ""28"", ""Th3"": ""28"", ""Z1"": ""21"", ""Z2"": ""23"", ""Z3"": ""8"", ""formSubmit"": ""CALCULATE""}",
ScVO4,JVASP-11823,proton,ok,http://www.sr-niel.org/Simulation/267560niel_p.html,omere_inputs/ScVO4_JVASP-11823_p_NIEL.dat,raw_srniel_tables/ScVO4_JVASP-11823_p_srniel.csv,Sc;V;O,1;1;4,25;28;28,True,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""3"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""4"", ""TARGET"": ""0"", ""Th1"": ""25"", ""Th2"": ""28"", ""Th3"": ""28"", ""Z1"": ""21"", ""Z2"": ""23"", ""Z3"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
